customer_id,days_since_purchase,orders_12m,spend_12m,email_open_rate,sms_opt_in,web_visits_30d,household_segment,preferred_category,campaign_channel,responded_30d
M00390,97,10,878.61,0,Yes,10,Family,Apparel,Direct mail,0
M00391,76,4,113.87,0,No,5,Urban single,Home,Email,0
M00392,66,10,317.92,0,No,7,Established,Apparel,Email,0
M00393,105,14,870.45,0.161,Yes,13,Retired,Apparel,Direct mail,0
M00394,38,12,544.91,0.312,Yes,10,Retired,Beauty,Paid social,1
M00395,33,12,694.75,0.053,No,11,Family,Beauty,SMS,0
M00396,19,15,1199.9,0.368,Yes,12,Family,Home,Email,1
M00397,104,11,365.2,0.29,Yes,13,Young household,Electronics,Direct mail,1
M00398,107,12,692.59,0.363,No,12,Established,Grocery,Direct mail,0
M00399,30,7,652.13,0.116,No,11,Retired,Apparel,Paid social,1
M00400,17,9,391.39,0,Yes,5,Established,Grocery,Email,0
M00401,89,4,57.34,0.339,No,8,Young household,Grocery,Email,0
M00402,100,8,229.58,0.003,No,9,Urban single,Apparel,SMS,0
M00403,36,3,297.02,0.325,Yes,4,Urban single,Beauty,Direct mail,0
M00404,49,6,359.78,0.396,Yes,7,Young household,Grocery,Paid social,1
M00405,59,8,382.43,0.004,No,8,Family,Apparel,SMS,1
M00406,102,6,409.29,0.024,Yes,10,Established,Grocery,Email,0
M00407,35,9,429.4,0.091,No,7,Retired,Grocery,SMS,0
M00408,26,13,951.2,0.41,No,11,Urban single,Grocery,Paid social,0
M00409,26,6,240.68,0.178,Yes,11,Young household,Apparel,SMS,0
M00410,10,7,212.79,0.517,Yes,5,Urban single,Electronics,Email,1
M00411,92,4,241.58,0.35,Yes,4,Established,Grocery,Paid social,1
M00412,10,7,394.1,0.27,No,11,Retired,Apparel,Email,1
M00413,10,7,124.27,0,Yes,8,Family,Beauty,SMS,1
M00414,27,10,876.15,0.086,No,10,Urban single,Beauty,Paid social,0
M00415,35,9,928.77,0.296,No,13,Established,Electronics,Email,0
M00416,117,8,378.83,0.127,No,12,Retired,Apparel,Email,0
M00417,125,9,541.44,0.206,No,9,Family,Home,Paid social,1
M00418,83,8,580.36,0.605,No,8,Young household,Beauty,SMS,1
M00419,25,7,298.24,0.324,No,5,Retired,Beauty,SMS,0
M00420,112,11,643.86,0,Yes,8,Retired,Apparel,Direct mail,0
M00421,100,9,108,0.15,Yes,16,Established,Beauty,Email,0
M00422,43,10,630.95,0.145,No,14,Retired,Beauty,Paid social,1
M00423,30,6,463.22,0.048,No,10,Retired,Home,Direct mail,0
M00424,103,14,301.1,0.443,Yes,14,Retired,Electronics,Paid social,1
M00425,102,7,355.82,0.459,Yes,7,Established,Grocery,SMS,0
M00426,135,7,601.09,0,Yes,8,Urban single,Electronics,Email,0
M00427,79,9,774.55,0.163,No,8,Young household,Beauty,SMS,1
M00428,109,6,447.99,0.429,Yes,3,Young household,Apparel,SMS,1
M00429,73,11,819.25,0.188,No,9,Family,Apparel,Direct mail,0
M00430,66,5,266.12,0.055,No,9,Young household,Grocery,Email,1
M00431,3,17,1263.26,0.385,No,16,Established,Home,Email,1
M00432,47,11,988.84,0.187,Yes,11,Established,Home,Paid social,1
M00433,73,7,819.67,0.055,No,9,Family,Beauty,Paid social,0
M00434,42,11,861.85,0.293,Yes,10,Family,Grocery,Email,1
M00435,105,11,714.23,0.167,No,11,Young household,Grocery,Direct mail,1
M00436,69,11,827.08,0.354,No,9,Retired,Grocery,Email,1
M00437,143,4,195.82,0,Yes,5,Urban single,Home,Paid social,0
M00438,8,13,407.68,0.328,Yes,12,Young household,Apparel,Direct mail,1
M00439,65,6,340.2,0,No,11,Young household,Apparel,Email,0
M00440,27,12,463,0.284,No,12,Young household,Grocery,Direct mail,1
M00441,27,12,1011.74,0.187,No,10,Young household,Grocery,Paid social,1
M00442,133,3,229.32,0.249,No,6,Young household,Beauty,SMS,0
M00443,9,6,284.84,0.079,No,5,Young household,Grocery,Paid social,0
M00444,56,7,417.62,0.201,Yes,12,Urban single,Apparel,Email,1
M00445,94,3,193.67,0,No,8,Family,Electronics,Paid social,0
M00446,77,6,522.19,0.121,No,8,Family,Grocery,Email,0
M00447,91,8,530.63,0.064,No,8,Retired,Apparel,Paid social,1
M00448,108,11,571.36,0.036,No,13,Young household,Grocery,Email,1
M00449,107,11,487.55,0,No,11,Retired,Apparel,Direct mail,0
M00450,14,7,578.83,0.124,No,7,Established,Home,Email,1
M00451,141,4,364.63,0.595,No,10,Family,Electronics,Email,0
M00452,107,5,235.46,0.052,No,11,Family,Grocery,Email,1
M00453,7,7,299.42,0.117,No,7,Family,Grocery,Direct mail,0
M00454,13,6,103.83,0.295,Yes,6,Urban single,Apparel,SMS,1
M00455,77,9,185.55,0.037,No,12,Urban single,Electronics,Direct mail,0
M00456,66,10,884.54,0.106,No,14,Urban single,Apparel,Direct mail,1
M00457,136,5,151.71,0,No,10,Family,Electronics,Email,0
M00458,20,11,917.28,0.577,Yes,8,Established,Home,Paid social,1
M00459,12,14,1179.22,0.201,No,14,Young household,Apparel,SMS,1
M00460,61,13,220.75,0.21,Yes,14,Young household,Beauty,Direct mail,1
M00461,91,14,721.27,0.712,No,16,Established,Apparel,Paid social,1
M00462,74,5,317.24,0,No,8,Young household,Apparel,Direct mail,0
M00463,18,16,438.74,0.289,Yes,16,Family,Home,Paid social,1
M00464,148,10,756.78,0.306,Yes,7,Urban single,Grocery,Direct mail,0
M00465,73,3,175.26,0.387,Yes,5,Family,Apparel,Paid social,1
M00466,59,14,1294.75,0.348,No,9,Young household,Electronics,Paid social,1
M00467,114,4,108.79,0.478,No,5,Retired,Home,SMS,1
M00468,92,8,585.42,0.127,Yes,11,Retired,Grocery,Paid social,0
M00469,72,6,482.07,0.175,No,9,Retired,Apparel,Email,0
M00470,7,10,670.59,0.292,No,15,Young household,Home,Paid social,1
M00471,76,6,531.13,0.192,Yes,9,Young household,Beauty,Email,1
M00472,128,5,221.2,0.241,Yes,7,Family,Grocery,SMS,0
M00473,62,10,436.11,0.451,No,17,Family,Apparel,Direct mail,1
M00474,52,14,982,0.445,Yes,12,Retired,Apparel,Direct mail,1
M00475,61,8,594.43,0.319,Yes,9,Established,Electronics,SMS,1
M00476,118,8,522.29,0.264,No,6,Established,Beauty,Direct mail,0
M00477,66,9,770.28,0.096,No,7,Urban single,Grocery,Email,0
M00478,90,5,184.83,0.123,Yes,7,Retired,Grocery,SMS,0
M00479,139,7,474.72,0.308,No,8,Urban single,Electronics,Email,0
M00480,82,6,533.29,0.144,No,9,Young household,Apparel,Paid social,0
M00481,117,8,409.27,0.209,No,7,Urban single,Home,SMS,0
M00482,13,7,548.35,0.358,Yes,11,Young household,Home,Paid social,1
M00483,24,12,638.72,0.286,No,8,Young household,Electronics,SMS,1
M00484,107,12,370.19,0.508,Yes,14,Established,Beauty,Paid social,1
M00485,146,2,135.62,0.067,Yes,5,Retired,Beauty,SMS,0
M00486,140,12,144,0,No,12,Urban single,Home,Paid social,0
M00487,98,9,685.8,0.228,Yes,9,Urban single,Electronics,SMS,1
M00488,82,13,500.58,0.109,No,15,Retired,Beauty,SMS,1
M00489,82,7,297.03,0.23,No,7,Established,Electronics,SMS,0
M00490,73,9,721.92,0.22,Yes,9,Urban single,Grocery,Email,1
M00491,108,8,617.88,0.103,Yes,7,Retired,Grocery,Email,0
M00492,106,13,632.19,0.323,No,12,Urban single,Apparel,Direct mail,1
M00493,45,11,421.68,0.376,No,11,Family,Electronics,Paid social,0
M00494,95,12,473.96,0.294,No,16,Urban single,Electronics,Paid social,1
M00495,145,7,657.05,0,No,7,Young household,Beauty,Direct mail,0
M00496,37,10,551.87,0.006,Yes,7,Retired,Home,Email,1
M00497,71,13,1256.43,0.187,Yes,12,Retired,Home,Email,1
M00498,48,8,480.32,0.063,No,7,Young household,Grocery,Email,0
M00499,107,7,183.54,0.181,No,9,Retired,Apparel,Email,0
M00500,66,2,131.94,0.09,No,2,Young household,Apparel,Email,0
M00501,114,12,552.79,0.234,No,9,Established,Apparel,Paid social,1
M00502,80,6,249.34,0.133,No,8,Urban single,Electronics,Direct mail,1
M00503,127,7,218.06,0,No,9,Established,Beauty,Direct mail,1
M00504,28,8,377.17,0.163,No,10,Retired,Beauty,Direct mail,0
M00505,120,7,426.43,0.303,Yes,11,Established,Apparel,SMS,1
M00506,83,8,508.23,0.103,No,5,Young household,Electronics,Paid social,1
M00507,62,11,651.57,0.117,Yes,9,Retired,Grocery,Paid social,1
M00508,93,8,545.25,0,No,5,Established,Electronics,Email,1
M00509,120,10,721.91,0.191,Yes,9,Retired,Beauty,SMS,1
M00510,147,11,891.41,0.054,No,15,Family,Apparel,Paid social,1
M00511,30,9,578.21,0.304,Yes,11,Urban single,Grocery,Direct mail,1
M00512,89,11,706.89,0.229,Yes,9,Retired,Grocery,Paid social,1
M00513,90,10,571.37,0.009,No,13,Urban single,Grocery,SMS,0
M00514,73,10,767.79,0.264,No,10,Family,Apparel,SMS,1
M00515,114,6,551.32,0.26,No,9,Urban single,Grocery,Paid social,0
M00516,120,6,253.23,0.134,No,5,Established,Home,Email,0
M00517,149,2,136.33,0.306,No,6,Retired,Electronics,Paid social,0
M00518,2,6,257.9,0.232,Yes,4,Established,Grocery,Direct mail,1
M00519,57,11,292.92,0.463,Yes,8,Retired,Beauty,Paid social,1
M00520,21,7,270.26,0.508,Yes,9,Young household,Apparel,Email,0
M00521,132,5,309.35,0.32,Yes,6,Established,Beauty,SMS,0
M00522,14,15,601.34,0.233,Yes,12,Established,Grocery,Email,1
M00523,107,9,495.23,0.237,No,12,Young household,Grocery,Direct mail,0
M00524,112,5,250.79,0,No,9,Established,Beauty,Paid social,1
M00525,4,18,440.26,0.486,Yes,21,Family,Grocery,Direct mail,1
M00526,9,13,673.73,0.281,Yes,18,Established,Electronics,Email,0
M00527,100,12,997.5,0.468,No,13,Young household,Grocery,SMS,1
M00528,71,13,638.2,0.397,No,16,Urban single,Electronics,SMS,1
M00529,85,9,615.17,0.249,No,12,Family,Beauty,Email,1
M00530,36,9,310.06,0,No,13,Urban single,Grocery,SMS,0
M00531,142,5,207.94,0.296,No,5,Retired,Grocery,Direct mail,0
M00532,75,6,280.78,0.144,Yes,9,Family,Home,SMS,0
M00533,29,7,608.47,0.221,No,5,Family,Apparel,SMS,1
M00534,40,7,428.88,0.077,Yes,7,Family,Apparel,SMS,1
M00535,2,10,619.2,0.132,Yes,13,Urban single,Home,Direct mail,1
M00536,136,10,465.63,0.141,Yes,8,Established,Beauty,Paid social,1
M00537,28,13,1652.02,0.323,No,12,Urban single,Grocery,Paid social,1
M00538,125,12,1241.11,0,No,16,Young household,Home,Paid social,0
M00539,127,9,316.96,0.287,Yes,8,Retired,Electronics,Direct mail,0
M00540,67,11,530.28,0.21,Yes,16,Young household,Apparel,SMS,1
M00541,102,8,715.08,0.199,Yes,12,Urban single,Apparel,Email,1
M00542,53,12,528.44,0.342,No,10,Family,Home,Direct mail,1
M00543,68,13,1068.91,0.157,Yes,12,Urban single,Home,Direct mail,0
M00544,19,10,669.29,0.396,No,10,Family,Grocery,Email,1
M00545,39,11,801.16,0.352,No,10,Retired,Electronics,Direct mail,1
M00546,46,7,719.36,0.122,No,9,Family,Beauty,Paid social,0
M00547,39,13,767.15,0.185,Yes,15,Urban single,Beauty,SMS,1
M00548,45,9,208.06,0.26,No,6,Young household,Beauty,Paid social,1
M00549,31,8,189.53,0.171,No,8,Retired,Electronics,Direct mail,0
M00550,12,11,190.45,0.355,No,8,Family,Grocery,Direct mail,1
M00551,15,15,887.19,0.332,Yes,18,Retired,Grocery,Email,1
M00552,29,19,1073.97,0.26,Yes,16,Family,Beauty,Paid social,1
M00553,46,14,1460.36,0.159,No,12,Young household,Apparel,SMS,1
M00554,102,7,352.95,0.249,No,10,Established,Home,SMS,1
M00555,98,10,402.23,0.139,No,10,Established,Apparel,SMS,0
M00556,147,8,487.78,0.563,Yes,7,Established,Apparel,Paid social,1
M00557,128,10,408.36,0.112,No,7,Retired,Apparel,SMS,1
M00558,87,11,732.84,0.561,No,10,Retired,Home,Paid social,1
M00559,133,1,66.84,0.307,No,6,Established,Electronics,SMS,0
M00560,126,8,472.2,0.169,No,10,Urban single,Beauty,Paid social,0
M00561,38,9,723.83,0.305,Yes,11,Young household,Home,SMS,1
M00562,66,11,915.19,0.277,Yes,11,Urban single,Grocery,Email,1
M00563,24,11,420.87,0.392,No,11,Established,Home,Direct mail,0
M00564,131,11,461.5,0.288,No,10,Retired,Beauty,Email,1
M00565,34,8,363.81,0,Yes,8,Urban single,Beauty,SMS,0
M00566,78,11,558.09,0.128,No,15,Urban single,Grocery,Paid social,0
M00567,89,9,389.35,0.191,Yes,6,Young household,Electronics,Email,0
M00568,145,4,371.27,0,No,10,Family,Apparel,SMS,0
M00569,19,14,877.25,0.24,No,14,Retired,Home,SMS,0
M00570,97,4,283.78,0.087,No,7,Urban single,Electronics,Email,0
M00571,150,8,367.37,0.282,Yes,11,Family,Electronics,Paid social,0
M00572,24,14,974.89,0.035,Yes,16,Young household,Grocery,SMS,1
M00573,121,3,128.1,0.28,No,4,Young household,Grocery,Direct mail,0
M00574,16,10,791.87,0.371,No,12,Urban single,Home,Paid social,1
M00575,145,5,276.85,0.32,Yes,7,Urban single,Electronics,Direct mail,1
M00576,150,6,354.76,0.161,Yes,11,Retired,Grocery,Email,1
M00577,120,10,674.32,0.319,No,13,Urban single,Grocery,Paid social,0
M00578,31,8,335.93,0.124,No,10,Young household,Home,Email,0
M00579,71,11,438.18,0.152,No,9,Urban single,Grocery,SMS,1
M00580,115,4,161.03,0.166,No,1,Young household,Electronics,Email,0
M00581,100,1,61.12,0.188,No,4,Urban single,Grocery,Email,0
M00582,15,15,567.23,0.142,Yes,12,Urban single,Beauty,Paid social,1
M00583,87,12,303.96,0,Yes,11,Retired,Beauty,SMS,1
M00584,44,9,638.55,0.276,No,11,Family,Grocery,Direct mail,1
M00585,137,11,290.51,0,Yes,14,Family,Apparel,Paid social,1
M00586,29,10,541.01,0.431,No,10,Young household,Electronics,Email,1
M00587,69,11,1173.78,0.005,No,12,Retired,Beauty,Direct mail,1
M00588,49,7,423.6,0.187,Yes,11,Urban single,Apparel,SMS,1
M00589,89,9,366.9,0.085,Yes,9,Young household,Beauty,Direct mail,0
M00590,114,12,530.58,0.152,Yes,9,Retired,Apparel,Direct mail,0
M00591,19,13,859.17,0.213,No,14,Young household,Grocery,Paid social,1
M00592,88,8,210.89,0.181,No,10,Retired,Home,SMS,1
M00593,113,9,751.81,0.477,No,14,Family,Home,Direct mail,0
M00594,18,7,467.29,0.083,Yes,6,Established,Apparel,Direct mail,1
M00595,109,6,348.64,0.301,Yes,10,Family,Grocery,SMS,1
M00596,90,5,198.05,0.393,No,7,Established,Home,Email,0
M00597,43,7,251.52,0.26,Yes,8,Young household,Electronics,Direct mail,0
M00598,49,3,164.61,0.526,No,8,Family,Beauty,SMS,0
M00599,130,8,233.38,0.372,Yes,12,Family,Electronics,Direct mail,0
M00600,104,9,405.86,0,No,13,Urban single,Electronics,Direct mail,1
M00601,47,7,599.98,0.24,No,6,Established,Electronics,Direct mail,1
M00602,81,12,838.32,0.007,Yes,15,Young household,Home,Paid social,1
M00603,23,8,242.57,0.137,Yes,12,Retired,Apparel,SMS,1
M00604,38,6,348.17,0.065,No,10,Urban single,Apparel,Direct mail,0
M00605,149,5,221.21,0.346,No,10,Retired,Beauty,Direct mail,1
M00606,69,4,139.17,0.311,No,9,Family,Electronics,Direct mail,1
M00607,130,11,384.83,0.221,No,10,Family,Home,SMS,0
M00608,23,7,395.59,0.231,No,4,Retired,Grocery,Direct mail,0
M00609,63,10,120,0.246,No,10,Family,Grocery,SMS,1
M00610,77,14,1181.97,0.245,Yes,14,Family,Grocery,Direct mail,1
M00611,121,7,452.02,0.233,Yes,9,Established,Electronics,Paid social,0
M00612,7,13,1307.39,0.413,Yes,12,Retired,Home,Paid social,1
M00613,116,8,476.98,0.187,No,6,Urban single,Beauty,Direct mail,0
M00614,63,14,576.8,0,Yes,15,Established,Electronics,Email,1
M00615,150,12,362.51,0.25,No,11,Family,Apparel,Direct mail,0
M00616,119,8,315.44,0.139,Yes,12,Young household,Grocery,Paid social,0
M00617,31,7,656.56,0.385,No,6,Established,Apparel,Paid social,0
M00618,99,6,427.09,0.288,No,4,Family,Beauty,Paid social,0
M00619,102,14,451.85,0.23,Yes,16,Young household,Grocery,Paid social,1
M00620,70,13,1085.83,0.307,Yes,10,Young household,Home,Email,1
M00621,143,1,101.19,0.356,No,4,Established,Beauty,Direct mail,0
M00622,83,14,937.91,0.204,Yes,11,Family,Grocery,Paid social,1
M00623,147,9,790.7,0.254,No,8,Family,Electronics,Email,0
M00624,118,9,444.88,0.082,Yes,14,Young household,Grocery,Direct mail,0
M00625,82,10,860.78,0.603,No,11,Young household,Grocery,Email,0
M00626,23,17,619.87,0.076,No,13,Urban single,Beauty,Direct mail,1
M00627,98,8,547.2,0.446,Yes,6,Urban single,Home,SMS,1
M00628,41,16,900.15,0.086,No,13,Urban single,Electronics,SMS,0
M00629,84,10,497.28,0,Yes,10,Young household,Apparel,Direct mail,1
M00630,3,8,722.5,0.344,No,13,Established,Home,Direct mail,1
M00631,146,6,238.08,0.155,No,7,Family,Home,Email,0
M00632,37,13,410.26,0.199,Yes,13,Family,Apparel,Email,1
M00633,50,10,573.88,0.252,Yes,10,Established,Electronics,Direct mail,1
M00634,46,18,1614.58,0.028,No,17,Retired,Beauty,Paid social,0
M00635,58,8,683.29,0.236,No,6,Family,Electronics,SMS,1
M00636,75,9,1004.88,0.232,Yes,9,Urban single,Electronics,Direct mail,0
M00637,72,11,515.99,0.163,No,15,Established,Apparel,Paid social,1
M00638,35,6,359.37,0.122,No,8,Retired,Grocery,SMS,1
M00639,129,4,222.53,0.134,No,3,Retired,Beauty,Direct mail,0
M00640,131,8,260.81,0.167,No,10,Young household,Home,SMS,1
M00641,135,12,540.55,0.241,No,12,Urban single,Grocery,Direct mail,0
M00642,9,10,956.09,0.034,Yes,8,Retired,Beauty,Email,0
M00643,44,13,1273.78,0.343,Yes,10,Family,Apparel,Email,0
M00644,3,8,289.64,0.146,Yes,12,Retired,Home,Email,0
M00645,127,9,747.34,0,No,13,Established,Home,SMS,1
M00646,88,12,899.9,0.396,No,16,Young household,Apparel,SMS,1
M00647,137,7,352.15,0.117,No,10,Urban single,Beauty,Paid social,0
M00648,92,11,882.46,0.313,Yes,12,Established,Electronics,Direct mail,0
M00649,135,11,731.76,0.416,No,13,Retired,Apparel,Paid social,1
M00650,140,8,286.9,0.199,No,8,Retired,Beauty,Direct mail,0
M00651,87,10,694.99,0.318,Yes,12,Urban single,Apparel,Direct mail,1
M00652,28,13,464.21,0,No,9,Retired,Electronics,Email,1
M00653,61,13,595.73,0.225,No,11,Urban single,Electronics,Paid social,1
M00654,142,3,298.94,0.158,No,6,Young household,Apparel,Direct mail,0
M00655,113,5,203.75,0.116,No,4,Retired,Electronics,SMS,0
M00656,23,13,620.72,0.267,Yes,10,Established,Grocery,Paid social,1
M00657,71,8,575.57,0.207,Yes,12,Family,Grocery,SMS,0
M00658,70,9,252.88,0.175,No,12,Family,Electronics,SMS,1
M00659,88,11,397.39,0.335,Yes,8,Young household,Grocery,Direct mail,1
M00660,114,12,852.85,0.398,No,11,Urban single,Apparel,Direct mail,1
M00661,48,7,517.51,0.103,No,8,Urban single,Grocery,Email,0
M00662,33,14,954.56,0.159,Yes,17,Family,Home,Email,1
M00663,113,10,1000.7,0.403,No,8,Established,Electronics,Direct mail,1
M00664,93,11,665.14,0.115,No,10,Established,Apparel,Paid social,0
M00665,68,8,448.07,0.039,Yes,8,Young household,Grocery,Email,0
M00666,50,6,489.88,0.201,Yes,3,Established,Grocery,Email,0
M00667,111,13,905.97,0,No,11,Family,Electronics,Paid social,1
M00668,53,15,204.34,0.388,Yes,13,Young household,Home,Direct mail,1
M00669,105,15,1002.64,0.12,No,9,Established,Beauty,Paid social,0
M00670,9,16,619.53,0.311,No,16,Retired,Electronics,Direct mail,1
M00671,102,6,395.36,0.299,No,6,Young household,Electronics,Paid social,1
M00672,126,9,716.86,0,Yes,10,Established,Home,Direct mail,1
M00673,25,14,1347.14,0.011,No,11,Young household,Electronics,Email,1
M00674,2,14,1156.08,0.503,Yes,12,Retired,Beauty,Paid social,1
M00675,115,5,327.74,0.464,No,8,Established,Home,Direct mail,1
M00676,16,16,745.08,0.246,No,14,Family,Grocery,Paid social,1
M00677,123,1,68.75,0.301,Yes,5,Established,Home,Email,0
M00678,86,5,247.73,0.435,No,9,Family,Grocery,Email,1
M00679,7,16,1348.32,0.137,Yes,15,Established,Home,Direct mail,1
M00680,3,10,285.91,0.375,Yes,13,Family,Beauty,Paid social,0
M00681,46,6,374.25,0.364,Yes,7,Retired,Beauty,Paid social,0
M00682,3,14,591.78,0.068,No,12,Retired,Electronics,SMS,1
M00683,33,13,156,0.335,No,11,Established,Apparel,Email,1
M00684,4,13,721.63,0.264,Yes,18,Retired,Grocery,SMS,1
M00685,120,11,254.95,0.36,Yes,8,Young household,Electronics,Paid social,0
M00686,86,10,737.48,0.007,No,9,Family,Home,SMS,1
M00687,134,4,55.84,0.158,Yes,8,Family,Home,Paid social,0
M00688,136,4,229.53,0.249,No,7,Young household,Grocery,Direct mail,0
M00689,17,8,550.51,0.256,Yes,8,Family,Grocery,Paid social,1
M00690,131,11,385.27,0.326,Yes,11,Urban single,Apparel,Email,0
M00691,107,14,942.95,0.259,Yes,14,Retired,Grocery,Email,1
M00692,21,12,629.03,0.29,No,11,Urban single,Electronics,Direct mail,1
M00693,53,16,1262.53,0.412,No,14,Retired,Apparel,Email,1
M00694,83,11,1042.3,0.235,No,11,Young household,Apparel,SMS,1
M00695,150,6,349.62,0.328,Yes,9,Established,Grocery,Direct mail,1
M00696,95,6,229.52,0.079,No,8,Retired,Electronics,Direct mail,0
M00697,70,14,741.02,0.407,No,12,Urban single,Apparel,SMS,1
M00698,76,9,465.16,0.236,No,8,Family,Beauty,Paid social,0
M00699,44,12,629.98,0.3,No,12,Urban single,Apparel,Paid social,0
M00700,27,12,887.32,0.198,No,15,Urban single,Home,Paid social,1
M00701,102,8,291.22,0.13,Yes,11,Urban single,Grocery,SMS,1
M00702,114,9,869.29,0.326,Yes,13,Family,Electronics,SMS,1
M00703,74,10,498.07,0.226,Yes,11,Established,Grocery,Paid social,0
M00704,137,5,257.78,0.28,No,7,Retired,Apparel,SMS,1
M00705,74,6,415.21,0.6,Yes,8,Young household,Beauty,Direct mail,0
M00706,74,5,146.5,0.253,Yes,2,Urban single,Apparel,Direct mail,1
M00707,48,13,700.07,0,Yes,16,Established,Beauty,SMS,0
M00708,142,0,0,0.062,Yes,0,Established,Electronics,SMS,0
M00709,101,12,750.97,0.032,No,7,Urban single,Electronics,Paid social,0
M00710,17,4,418.81,0.131,Yes,4,Young household,Electronics,SMS,1
M00711,140,5,185.88,0.142,Yes,10,Urban single,Beauty,SMS,1
M00712,34,9,354.11,0.472,Yes,9,Retired,Grocery,Email,1
M00713,139,4,141.18,0.247,Yes,2,Urban single,Home,Paid social,0
M00714,75,10,466.59,0.278,Yes,13,Established,Beauty,SMS,1
M00715,9,18,1611.97,0.369,No,13,Family,Beauty,SMS,1
M00716,99,5,264.1,0.248,No,9,Urban single,Beauty,Direct mail,1
M00717,66,12,432.67,0.425,Yes,10,Family,Home,SMS,1
M00718,130,9,210.51,0.141,Yes,11,Urban single,Beauty,Paid social,0
M00719,8,8,152.89,0.112,Yes,8,Established,Electronics,Email,1
M00720,105,7,616.2,0.107,Yes,12,Young household,Grocery,Paid social,1
M00721,90,10,853.89,0.238,No,7,Retired,Apparel,Paid social,1
M00722,48,8,399.01,0.25,No,7,Established,Home,SMS,1
M00723,142,6,322.39,0.254,No,12,Retired,Beauty,Paid social,1
M00724,33,13,765.7,0.129,Yes,16,Urban single,Beauty,Paid social,1
M00725,68,15,742.07,0.055,Yes,15,Urban single,Electronics,Paid social,1
M00726,109,1,39.2,0.143,No,1,Established,Home,Direct mail,0
M00727,8,15,1560.58,0.099,No,11,Urban single,Electronics,Email,1
M00728,55,6,361.41,0,Yes,8,Retired,Grocery,Paid social,0
M00729,10,14,967.43,0.463,Yes,13,Established,Apparel,Direct mail,1
M00730,108,10,547.95,0.239,No,11,Retired,Beauty,Email,1
M00731,88,12,344.64,0.414,Yes,10,Retired,Apparel,Paid social,0
M00732,140,8,390.41,0,No,9,Young household,Grocery,SMS,0
M00733,11,11,540.94,0,Yes,11,Family,Electronics,Email,1
M00734,79,11,326.29,0.323,Yes,14,Family,Beauty,Direct mail,1
M00735,33,13,855.8,0.108,Yes,13,Young household,Home,Email,0
M00736,55,11,683.85,0.115,Yes,10,Established,Home,Direct mail,0
M00737,50,10,510.31,0.192,No,7,Urban single,Beauty,Paid social,1
M00738,131,2,147.02,0.087,Yes,0,Established,Apparel,Paid social,0
M00739,31,12,427.38,0.033,No,10,Retired,Home,SMS,1
M00740,9,14,1222.29,0.152,No,12,Established,Beauty,Direct mail,1
M00741,132,9,548.08,0.397,Yes,6,Retired,Grocery,SMS,1
M00742,148,10,120,0.312,No,9,Retired,Electronics,SMS,1
M00743,71,13,1595.11,0.056,Yes,13,Urban single,Grocery,Paid social,0
M00744,14,13,907.4,0.419,No,9,Retired,Home,Paid social,1
M00745,107,12,640.13,0.03,Yes,16,Family,Electronics,SMS,1
M00746,94,11,1008.26,0.279,Yes,12,Established,Beauty,Paid social,0
M00747,133,10,388.58,0.148,Yes,7,Established,Home,Email,0
M00748,11,16,864.73,0.076,Yes,18,Urban single,Home,Paid social,0
M00749,96,13,1133.49,0.373,No,8,Established,Grocery,Direct mail,1
M00750,136,5,428.12,0.234,No,8,Established,Grocery,Direct mail,0
M00751,138,10,590.19,0.233,No,8,Established,Beauty,Paid social,1
M00752,88,11,514.59,0.271,Yes,14,Family,Home,Email,1
M00753,1,17,584.46,0.078,No,17,Established,Electronics,Direct mail,1
M00754,83,13,1246.88,0.154,Yes,17,Retired,Beauty,Direct mail,1
M00755,122,10,911.35,0.044,No,7,Established,Grocery,Paid social,1
M00756,11,13,518.05,0.18,No,8,Young household,Electronics,Paid social,1
M00757,28,14,1740.65,0.46,Yes,9,Urban single,Beauty,SMS,1
M00758,60,9,724.16,0.343,No,9,Established,Electronics,Direct mail,1
M00759,105,7,130.25,0.301,Yes,6,Family,Grocery,SMS,1
M00760,125,11,723.89,0.151,No,9,Family,Home,Paid social,0
M00761,141,10,580.59,0.299,Yes,7,Retired,Home,Paid social,1
M00762,72,11,1004.33,0.189,Yes,15,Retired,Grocery,SMS,1
M00763,120,12,572.42,0.101,No,14,Young household,Apparel,SMS,0
M00764,70,9,515.38,0.335,Yes,4,Young household,Apparel,Direct mail,0
M00765,113,9,319,0.167,Yes,8,Family,Beauty,Paid social,1
M00766,97,4,262.8,0.142,Yes,3,Young household,Home,Direct mail,0
M00767,21,13,987.19,0.401,No,14,Family,Apparel,Email,1
M00768,120,3,164.85,0.251,Yes,8,Young household,Electronics,SMS,1
M00769,30,8,428.04,0.153,No,9,Urban single,Apparel,Direct mail,1
M00770,91,9,638.83,0,Yes,11,Family,Grocery,SMS,1
M00771,17,14,1206.79,0.308,No,9,Young household,Apparel,Paid social,1
M00772,1,14,1166.75,0.14,No,15,Established,Electronics,Direct mail,1
M00773,46,9,844.49,0.364,No,7,Young household,Electronics,Email,0
M00774,20,13,355.03,0.021,No,16,Young household,Beauty,Paid social,1
M00775,147,8,340.49,0.305,No,5,Established,Beauty,Email,0
M00776,128,9,501.14,0.319,No,6,Urban single,Electronics,Direct mail,1
M00777,4,8,517.96,0.181,No,8,Young household,Apparel,Paid social,1
M00778,89,2,118.82,0.178,No,3,Urban single,Beauty,Email,0
