visitor_id,sessions_30d,product_views,cart_adds,wishlist_items,avg_session_minutes,prior_orders,email_clicks_30d,acquisition_channel,device,converted_14d
V00445,3,14,1,0,4.49,1,0,Search,Desktop,0
V00446,12,40,7,3,13.02,2,0,Organic,Tablet,1
V00447,13,70,11,6,18.04,3,4,Search,Tablet,1
V00448,10,27,2,2,9.99,0,0,Organic,Mobile,0
V00449,12,57,11,5,15.66,2,4,Email,Tablet,1
V00450,1,4,0,0,0.4,2,2,Email,Mobile,0
V00451,1,1,0,1,2.68,4,0,Organic,Desktop,0
V00452,1,4,1,0,1.32,2,2,Search,Desktop,0
V00453,5,18,2,1,9.37,2,1,Search,Tablet,1
V00454,2,5,1,2,5.96,1,0,Paid social,Mobile,0
V00455,1,8,1,1,5.05,2,0,Paid social,Mobile,0
V00456,7,23,1,1,5.09,1,0,Search,Desktop,0
V00457,4,19,3,2,8.19,2,0,Search,Mobile,1
V00458,13,62,10,4,16.45,2,2,Organic,Mobile,1
V00459,2,5,1,1,4.7,3,1,Paid social,Mobile,0
V00460,7,28,5,3,10.92,2,2,Email,Tablet,1
V00461,12,42,8,4,14.38,2,1,Search,Desktop,1
V00462,4,22,4,2,6.15,0,2,Organic,Desktop,1
V00463,3,8,1,0,1.19,0,4,Affiliate,Mobile,1
V00464,6,16,3,2,9.4,2,0,Paid social,Tablet,0
V00465,10,28,4,4,8.88,2,0,Paid social,Tablet,1
V00466,5,16,2,0,5.3,0,0,Affiliate,Tablet,0
V00467,5,28,2,1,1.44,0,2,Affiliate,Mobile,1
V00468,7,30,2,1,7.15,0,0,Email,Tablet,1
V00469,3,12,1,2,5.33,2,0,Search,Mobile,1
V00470,5,17,1,0,0.4,5,4,Organic,Desktop,1
V00471,7,33,6,4,8.36,5,0,Paid social,Mobile,1
V00472,14,39,5,3,13.14,3,1,Search,Mobile,1
V00473,11,36,7,2,13.63,1,0,Email,Mobile,1
V00474,7,26,4,2,10.08,3,4,Organic,Desktop,1
V00475,11,26,3,0,10.18,3,0,Organic,Desktop,1
V00476,8,22,5,2,8.95,1,1,Search,Desktop,1
V00477,9,33,5,3,10.4,3,1,Email,Desktop,1
V00478,11,47,7,3,10.08,0,0,Paid social,Tablet,1
V00479,11,39,4,2,8.94,4,2,Email,Desktop,1
V00480,2,2,0,0,3.51,2,1,Search,Desktop,0
V00481,11,49,9,4,14.57,0,3,Search,Desktop,1
V00482,14,74,6,4,14.43,0,0,Email,Desktop,1
V00483,11,39,7,3,12.88,0,0,Email,Mobile,1
V00484,3,8,1,0,4.27,0,3,Affiliate,Desktop,0
V00485,8,38,6,3,9.86,0,0,Search,Desktop,1
V00486,11,44,6,1,11.9,0,2,Organic,Tablet,1
V00487,5,19,2,0,4.33,3,3,Paid social,Tablet,0
V00488,4,12,2,2,1.79,1,2,Organic,Tablet,1
V00489,13,64,6,2,12.5,3,0,Organic,Desktop,1
V00490,8,24,5,3,10.94,1,2,Email,Tablet,1
V00491,14,48,7,3,16.7,2,0,Paid social,Desktop,1
V00492,13,55,6,3,13.58,1,0,Affiliate,Tablet,0
V00493,4,17,3,2,6.15,1,1,Affiliate,Desktop,1
V00494,1,6,1,1,5.65,2,3,Search,Desktop,0
V00495,13,41,4,3,11.31,0,2,Search,Tablet,0
V00496,9,41,7,3,11.7,3,1,Paid social,Mobile,1
V00497,1,6,1,0,1.19,4,1,Paid social,Mobile,0
V00498,2,6,1,0,2.62,3,1,Email,Tablet,0
V00499,12,52,6,3,12.21,2,0,Search,Tablet,1
V00500,6,27,2,0,7.93,3,4,Paid social,Desktop,1
V00501,2,12,2,0,4.84,4,3,Search,Tablet,1
V00502,4,18,3,0,9.67,3,0,Search,Tablet,1
V00503,9,31,6,1,8.78,0,3,Affiliate,Desktop,1
V00504,9,19,2,0,7.19,4,2,Search,Tablet,1
V00505,9,25,4,2,9.92,0,1,Paid social,Tablet,0
V00506,6,11,2,0,6.04,0,1,Paid social,Tablet,0
V00507,8,36,7,4,12.71,4,2,Affiliate,Mobile,1
V00508,8,27,5,4,10.56,4,2,Email,Tablet,1
V00509,7,14,2,3,7.12,4,2,Organic,Desktop,1
V00510,2,9,2,0,5.92,4,2,Email,Desktop,0
V00511,6,31,3,2,4.13,4,0,Affiliate,Desktop,1
V00512,2,6,1,1,2.84,1,3,Search,Desktop,0
V00513,11,42,3,0,8.52,2,3,Paid social,Tablet,1
V00514,14,39,2,1,10.92,2,0,Paid social,Tablet,0
V00515,14,35,6,3,14.04,0,2,Email,Desktop,1
V00516,1,4,1,2,2.83,1,1,Organic,Tablet,0
V00517,10,50,5,0,13.21,1,3,Affiliate,Desktop,1
V00518,12,57,7,4,12.45,0,2,Affiliate,Desktop,1
V00519,11,30,5,1,11.11,2,0,Affiliate,Desktop,1
V00520,6,25,5,2,8.37,4,1,Affiliate,Tablet,1
V00521,9,43,7,3,13.37,1,1,Organic,Mobile,1
V00522,2,9,1,3,4.13,5,2,Affiliate,Mobile,0
V00523,1,7,1,0,4.71,2,0,Affiliate,Tablet,0
V00524,7,19,1,0,5.95,0,0,Email,Desktop,0
V00525,13,31,6,3,12.91,1,4,Organic,Desktop,1
V00526,2,8,1,0,3.25,5,0,Email,Desktop,1
V00527,4,20,3,0,2.95,2,0,Search,Mobile,0
V00528,13,59,10,5,15.23,0,1,Organic,Desktop,1
V00529,8,26,4,2,6.88,3,3,Email,Desktop,1
V00530,4,14,1,0,6.24,1,3,Affiliate,Mobile,0
V00531,8,38,7,4,12.15,0,0,Paid social,Desktop,1
V00532,12,46,8,5,13.05,2,0,Search,Mobile,1
V00533,2,6,1,1,4.64,2,0,Search,Tablet,0
V00534,5,24,3,1,8.77,2,1,Paid social,Desktop,1
V00535,8,31,5,1,6.6,0,0,Organic,Tablet,0
V00536,3,14,1,0,1.69,1,3,Paid social,Mobile,0
V00537,7,34,4,2,10.88,2,3,Affiliate,Desktop,1
V00538,5,13,2,0,6.57,2,0,Paid social,Tablet,1
V00539,12,33,5,0,11.97,2,2,Search,Tablet,1
V00540,7,28,3,2,6.76,5,3,Email,Mobile,1
V00541,8,44,6,3,9.63,0,3,Search,Tablet,1
V00542,7,18,3,2,4.36,1,3,Affiliate,Tablet,0
V00543,3,8,1,1,5.82,2,0,Organic,Tablet,0
V00544,3,12,2,1,4.96,5,3,Search,Tablet,1
V00545,11,53,4,2,10.42,0,0,Paid social,Tablet,1
V00546,5,21,3,2,7.99,0,2,Organic,Mobile,0
V00547,10,41,6,2,10.91,2,4,Email,Desktop,1
V00548,3,17,1,1,6.63,1,0,Affiliate,Desktop,0
V00549,14,76,12,5,17.62,0,2,Affiliate,Tablet,1
V00550,12,55,9,3,14.23,1,2,Email,Desktop,1
V00551,1,2,0,0,4.55,3,4,Affiliate,Mobile,1
V00552,11,51,7,3,12.61,2,2,Affiliate,Desktop,1
V00553,8,26,1,0,7.08,2,3,Organic,Mobile,0
V00554,9,44,7,3,11.89,0,1,Affiliate,Tablet,1
V00555,2,12,1,0,1.98,2,3,Affiliate,Tablet,0
V00556,11,34,6,3,10.67,0,0,Search,Mobile,1
V00557,11,46,4,2,11.91,5,1,Organic,Tablet,1
V00558,12,32,6,5,11.19,1,3,Paid social,Tablet,1
V00559,3,4,1,1,4.88,5,1,Search,Tablet,1
V00560,6,34,2,1,9.56,0,3,Organic,Tablet,0
V00561,13,62,4,3,11.68,4,0,Email,Tablet,1
V00562,8,23,4,3,10.1,1,0,Affiliate,Mobile,0
V00563,9,25,5,1,9.73,3,2,Search,Desktop,1
V00564,2,7,1,1,4.73,2,3,Paid social,Mobile,0
V00565,1,6,1,0,3.27,3,1,Search,Desktop,0
V00566,5,18,1,2,5.12,1,0,Email,Mobile,1
V00567,14,36,5,0,13.77,0,3,Affiliate,Mobile,1
V00568,13,48,3,2,11.55,2,1,Search,Mobile,1
V00569,1,11,1,0,2.21,4,0,Organic,Tablet,1
V00570,10,33,2,1,9.46,4,0,Organic,Desktop,1
V00571,12,38,5,3,13.19,0,0,Paid social,Desktop,1
V00572,5,22,4,2,7.21,2,1,Search,Tablet,1
V00573,12,28,2,1,9.44,5,2,Search,Mobile,1
V00574,4,17,1,0,6.91,4,0,Search,Tablet,0
V00575,6,30,6,3,10.1,1,2,Affiliate,Mobile,1
V00576,4,17,3,1,4.84,3,1,Search,Desktop,0
V00577,10,19,3,3,8.18,2,0,Search,Desktop,1
V00578,10,42,6,2,10.6,3,4,Email,Tablet,1
V00579,9,19,2,1,6.61,3,1,Organic,Mobile,1
V00580,7,21,4,2,9.24,2,3,Search,Desktop,1
V00581,10,42,7,2,13.56,1,2,Search,Tablet,1
V00582,12,58,12,4,18.76,5,4,Paid social,Tablet,1
V00583,5,19,2,1,6.07,3,0,Organic,Mobile,1
V00584,11,37,3,2,11.16,3,3,Organic,Mobile,1
V00585,6,30,4,2,8.13,3,0,Organic,Mobile,1
V00586,12,38,4,2,10.11,2,0,Organic,Desktop,0
V00587,2,11,1,0,4.57,0,1,Affiliate,Desktop,0
V00588,7,31,2,0,6.11,1,3,Paid social,Desktop,1
V00589,8,21,3,1,8.77,1,2,Paid social,Tablet,0
V00590,4,17,2,0,3.16,2,1,Paid social,Tablet,0
V00591,3,6,1,0,2.34,4,1,Paid social,Tablet,0
V00592,12,59,11,7,14.2,1,2,Organic,Mobile,1
V00593,8,25,3,3,11.41,4,2,Email,Tablet,1
V00594,5,28,2,0,7.1,2,1,Affiliate,Tablet,1
V00595,13,50,10,5,17.46,6,0,Search,Tablet,1
V00596,2,5,0,0,3.1,6,2,Affiliate,Mobile,0
V00597,11,51,9,5,12.82,0,2,Organic,Tablet,1
V00598,1,5,1,2,4.64,3,1,Search,Mobile,0
V00599,2,8,1,1,2.44,1,3,Email,Mobile,0
V00600,7,30,2,1,5.38,2,1,Search,Mobile,0
V00601,8,34,6,2,8.21,0,3,Search,Desktop,1
V00602,5,28,3,2,1.06,2,0,Affiliate,Tablet,1
V00603,6,22,2,0,5.56,0,1,Organic,Mobile,0
V00604,5,27,5,2,7.52,2,0,Paid social,Desktop,1
V00605,6,21,2,0,5.82,0,0,Search,Mobile,0
V00606,11,38,2,0,8.55,2,0,Organic,Desktop,1
V00607,2,3,0,0,4.79,4,3,Paid social,Tablet,0
V00608,9,25,2,0,7.33,0,2,Affiliate,Desktop,1
V00609,7,29,2,1,3.71,1,2,Search,Desktop,0
V00610,12,39,3,0,7.82,0,0,Affiliate,Tablet,0
V00611,12,41,8,3,11.07,2,0,Paid social,Tablet,1
V00612,11,47,4,3,8.96,3,1,Paid social,Mobile,1
V00613,3,14,1,0,3.78,4,2,Affiliate,Tablet,1
V00614,5,15,3,1,8.69,1,3,Affiliate,Mobile,1
V00615,13,59,8,4,14.26,0,3,Affiliate,Mobile,1
V00616,14,68,11,6,15.1,2,3,Search,Desktop,1
V00617,1,1,0,0,1.02,7,3,Email,Tablet,0
V00618,13,35,4,2,13.95,1,3,Paid social,Mobile,1
V00619,13,60,9,4,13.21,4,0,Affiliate,Mobile,1
V00620,8,40,2,0,7.13,2,2,Email,Mobile,1
V00621,2,4,0,0,3.89,1,3,Email,Mobile,0
V00622,14,78,11,6,17.79,4,1,Paid social,Desktop,1
V00623,8,16,3,3,9.89,4,2,Email,Mobile,1
V00624,8,26,5,2,11.46,3,0,Affiliate,Tablet,1
V00625,10,40,4,2,12.66,4,2,Email,Tablet,1
V00626,2,12,2,2,1.32,4,0,Affiliate,Mobile,0
V00627,12,33,2,1,11.04,2,2,Organic,Tablet,1
V00628,13,48,7,4,15.48,3,2,Email,Mobile,1
V00629,6,15,2,1,5.73,0,2,Search,Tablet,0
V00630,12,29,3,0,9.28,0,4,Paid social,Tablet,1
V00631,9,28,3,0,9.57,2,4,Search,Tablet,1
V00632,11,59,3,1,7.43,1,1,Email,Desktop,0
V00633,3,9,1,0,0.46,3,1,Email,Desktop,0
V00634,1,1,0,0,0.68,1,4,Email,Mobile,1
V00635,6,17,1,1,6.97,2,1,Organic,Tablet,1
V00636,7,29,4,0,7.18,4,0,Search,Mobile,1
V00637,8,28,5,3,10.67,0,2,Affiliate,Mobile,1
V00638,6,29,2,1,9.58,6,1,Email,Desktop,1
V00639,13,53,6,1,14.55,1,0,Affiliate,Desktop,1
V00640,3,4,1,2,9.51,3,2,Search,Desktop,0
V00641,8,23,2,2,6.49,3,4,Affiliate,Desktop,1
V00642,12,51,5,2,9.9,3,1,Affiliate,Tablet,1
V00643,2,9,1,0,2.16,4,2,Email,Mobile,0
V00644,1,2,0,0,7.51,4,2,Paid social,Mobile,0
V00645,5,15,2,2,5.6,5,1,Paid social,Mobile,0
V00646,3,16,2,1,4.61,2,3,Affiliate,Desktop,0
V00647,9,35,3,0,9.91,0,0,Email,Tablet,1
V00648,7,37,3,1,11.09,1,0,Paid social,Tablet,1
V00649,3,11,2,2,6.77,1,0,Search,Mobile,0
V00650,14,30,5,4,13.85,0,0,Search,Desktop,1
V00651,3,7,1,0,3.02,1,2,Email,Mobile,0
V00652,13,68,6,3,13.71,0,1,Organic,Mobile,1
V00653,3,19,3,2,6.08,3,2,Search,Mobile,1
V00654,5,14,2,1,6.04,4,2,Email,Mobile,1
V00655,10,50,10,4,15.1,3,2,Email,Desktop,1
V00656,2,6,0,0,7.02,0,2,Organic,Desktop,0
V00657,5,21,3,2,7.19,0,0,Search,Mobile,1
V00658,4,24,2,2,4.25,1,3,Paid social,Tablet,0
V00659,7,42,8,5,12.34,0,3,Affiliate,Mobile,1
V00660,3,9,1,1,5.05,1,4,Email,Desktop,1
V00661,10,52,11,6,13.55,0,1,Affiliate,Desktop,1
V00662,5,21,4,2,6.81,4,0,Email,Tablet,1
V00663,12,59,3,0,13.99,2,2,Search,Desktop,1
V00664,5,23,2,0,7.12,0,4,Paid social,Mobile,0
V00665,2,8,1,2,6.41,2,4,Email,Tablet,0
V00666,12,39,3,2,9.47,4,1,Affiliate,Tablet,1
V00667,9,18,2,0,7.98,0,0,Paid social,Mobile,1
V00668,2,13,2,0,3.37,2,0,Paid social,Tablet,0
V00669,13,29,5,2,11.06,1,4,Email,Desktop,1
V00670,5,19,4,3,9.79,3,3,Email,Mobile,1
V00671,2,9,2,0,6.6,0,3,Search,Desktop,1
V00672,9,35,7,3,12.41,1,2,Email,Desktop,1
V00673,1,3,0,0,0.4,2,3,Paid social,Desktop,0
V00674,1,5,1,0,2.52,3,0,Organic,Mobile,0
V00675,6,26,2,1,7.74,0,0,Paid social,Mobile,0
V00676,3,12,2,1,6.73,6,0,Paid social,Tablet,1
V00677,4,14,2,1,3.43,5,3,Paid social,Mobile,1
V00678,3,13,2,1,5.24,3,2,Email,Mobile,0
V00679,13,47,3,1,10.09,1,4,Organic,Desktop,1
V00680,13,47,5,2,10.4,0,2,Organic,Tablet,1
V00681,8,31,3,1,7.99,0,0,Email,Mobile,1
V00682,8,19,3,1,9.8,0,0,Paid social,Mobile,0
V00683,2,9,1,0,4.01,1,0,Affiliate,Desktop,0
V00684,13,45,4,2,13.55,1,0,Affiliate,Tablet,0
V00685,3,10,2,0,4.99,3,0,Paid social,Mobile,1
V00686,14,48,10,4,15.89,5,4,Email,Tablet,1
V00687,10,36,7,2,12.31,5,0,Organic,Tablet,1
V00688,12,29,4,1,9.59,5,0,Email,Desktop,1
V00689,8,29,4,1,9.19,2,2,Email,Mobile,1
V00690,8,30,4,3,8.47,0,2,Email,Mobile,1
V00691,1,2,0,0,0.5,0,0,Affiliate,Desktop,0
V00692,1,7,1,0,5.23,1,4,Search,Desktop,1
V00693,7,21,4,1,8.1,3,4,Search,Tablet,1
V00694,4,23,4,2,5.51,0,1,Organic,Desktop,0
V00695,4,21,3,1,7.95,0,3,Email,Tablet,0
V00696,4,8,1,0,6.97,5,2,Email,Mobile,1
V00697,9,39,3,1,10.51,3,3,Paid social,Desktop,1
V00698,2,8,1,0,1.62,7,1,Email,Mobile,1
V00699,6,12,1,1,4.92,2,4,Email,Tablet,1
V00700,10,30,5,2,9.79,3,3,Search,Tablet,1
V00701,13,52,9,6,17.9,3,2,Affiliate,Mobile,1
V00702,13,54,3,0,7.18,2,3,Email,Tablet,1
V00703,3,9,1,0,4.53,1,4,Paid social,Tablet,1
V00704,3,11,1,1,3.69,2,1,Paid social,Tablet,1
V00705,3,17,2,1,6.6,3,3,Search,Desktop,0
V00706,14,57,5,3,10.33,5,2,Email,Mobile,1
V00707,1,7,1,2,8.44,1,2,Email,Tablet,0
V00708,13,51,5,3,9.81,5,3,Search,Desktop,1
V00709,8,21,1,1,6.98,2,0,Search,Mobile,0
V00710,4,19,3,0,9.8,3,0,Affiliate,Desktop,0
V00711,2,12,1,1,5.92,1,3,Affiliate,Mobile,0
V00712,4,25,3,2,7.61,3,4,Organic,Mobile,1
V00713,5,32,4,1,9.21,4,0,Affiliate,Desktop,1
V00714,1,2,0,0,3.34,3,0,Search,Tablet,0
V00715,10,52,3,1,8.86,3,0,Organic,Desktop,1
V00716,11,38,3,1,10.39,1,2,Email,Tablet,1
V00717,3,3,0,0,1.89,4,0,Paid social,Desktop,0
V00718,10,47,7,3,10.37,2,1,Affiliate,Tablet,1
V00719,3,13,1,1,4.54,2,0,Organic,Tablet,0
V00720,9,40,2,1,7.37,3,2,Search,Tablet,0
V00721,3,5,1,0,3.06,4,2,Paid social,Mobile,1
V00722,11,58,3,1,10.21,1,4,Organic,Mobile,1
V00723,5,27,5,3,4.52,3,0,Paid social,Mobile,1
V00724,8,39,7,4,11.77,3,3,Paid social,Mobile,1
V00725,9,30,3,1,6.98,2,1,Paid social,Desktop,0
V00726,6,14,1,0,5.77,3,2,Organic,Mobile,1
V00727,2,7,0,0,6.48,1,0,Affiliate,Desktop,0
V00728,3,15,1,2,4.23,1,0,Email,Tablet,0
V00729,3,13,1,0,5.75,0,2,Affiliate,Tablet,1
V00730,3,13,2,1,8.11,2,3,Organic,Desktop,0
V00731,8,27,5,2,13.39,1,3,Affiliate,Desktop,1
V00732,3,15,1,1,4.51,4,3,Organic,Desktop,1
V00733,7,33,6,5,10.09,4,0,Paid social,Tablet,1
V00734,12,31,3,0,8,1,1,Search,Desktop,1
V00735,6,26,3,1,6.19,5,0,Organic,Desktop,1
V00736,7,28,6,3,10.21,1,1,Affiliate,Mobile,1
V00737,9,32,4,3,11.77,1,2,Affiliate,Desktop,1
V00738,13,49,8,2,14.82,3,4,Organic,Mobile,1
V00739,3,6,1,0,5.22,3,1,Email,Desktop,0
V00740,11,34,5,3,13.79,1,3,Affiliate,Desktop,1
V00741,2,9,1,2,3.56,5,0,Paid social,Mobile,1
V00742,9,23,2,0,6.93,1,0,Organic,Desktop,0
V00743,13,60,12,6,14.49,3,4,Organic,Tablet,1
V00744,13,59,7,5,13.21,1,3,Paid social,Desktop,1
V00745,10,39,8,1,14.85,1,4,Email,Tablet,1
V00746,11,57,5,3,12.78,2,4,Search,Desktop,1
V00747,3,15,2,2,4.86,3,3,Organic,Desktop,1
V00748,14,34,4,3,9.16,3,0,Paid social,Mobile,1
V00749,9,48,8,3,14.97,1,0,Affiliate,Mobile,1
V00750,13,59,10,5,19,0,1,Search,Desktop,1
V00751,3,9,2,0,6.02,6,1,Affiliate,Tablet,0
V00752,1,5,0,0,2.16,2,0,Organic,Desktop,0
V00753,13,36,3,2,11.01,0,1,Search,Tablet,0
V00754,4,12,3,1,3.27,3,3,Paid social,Desktop,1
V00755,2,4,0,1,5.49,4,0,Organic,Mobile,0
V00756,12,32,2,1,4.93,1,0,Affiliate,Mobile,0
V00757,4,14,1,1,3.59,4,0,Organic,Tablet,1
V00758,7,27,2,0,9.51,2,2,Email,Tablet,0
V00759,10,40,7,3,13.41,2,2,Organic,Desktop,1
V00760,8,43,3,0,8.54,4,0,Paid social,Desktop,1
V00761,14,57,9,4,17.81,4,2,Organic,Tablet,1
V00762,10,45,4,1,9.33,4,0,Affiliate,Mobile,1
V00763,12,30,6,5,13.23,4,3,Email,Desktop,1
V00764,3,14,1,2,5.95,1,1,Email,Mobile,0
V00765,8,41,5,3,6.86,4,0,Paid social,Mobile,1
V00766,2,3,1,1,0.4,0,2,Paid social,Mobile,0
V00767,8,33,4,3,9.12,2,0,Organic,Desktop,1
V00768,7,36,7,3,13.47,5,2,Organic,Mobile,1
V00769,3,16,1,1,6.98,2,1,Affiliate,Desktop,0
V00770,8,25,5,2,12.72,1,2,Search,Desktop,1
V00771,7,20,3,1,6.15,6,4,Affiliate,Tablet,1
V00772,8,22,2,2,10.99,1,1,Search,Tablet,0
V00773,8,29,5,2,10.32,4,4,Search,Tablet,1
V00774,6,23,3,3,7.11,0,3,Organic,Desktop,1
V00775,1,1,0,1,2.87,2,0,Organic,Mobile,0
V00776,6,24,3,3,5.91,1,3,Paid social,Mobile,0
V00777,2,12,2,2,4.97,2,0,Email,Mobile,1
V00778,13,55,3,2,11.3,3,3,Email,Tablet,0
V00779,4,7,1,1,2.38,4,0,Organic,Tablet,0
V00780,9,31,2,2,10.37,3,0,Email,Desktop,0
V00781,12,65,7,3,11.67,2,3,Organic,Mobile,1
V00782,7,36,5,2,10.07,3,0,Search,Desktop,1
V00783,8,32,3,1,9.02,4,3,Organic,Desktop,1
V00784,13,54,8,1,19,2,0,Search,Desktop,1
V00785,10,36,5,3,9,0,1,Email,Mobile,0
V00786,10,47,8,3,14.71,2,0,Email,Tablet,1
V00787,10,39,7,4,12.52,2,0,Email,Mobile,1
V00788,5,16,2,2,5.38,2,2,Email,Mobile,1
V00789,10,41,4,3,10.82,0,0,Affiliate,Desktop,1
V00790,3,6,1,0,4.86,4,2,Organic,Mobile,0
V00791,12,51,10,6,14.75,2,0,Paid social,Desktop,1
V00792,7,18,2,1,3.79,2,4,Organic,Mobile,1
V00793,12,33,2,1,13.59,4,2,Email,Mobile,1
V00794,2,5,0,0,4.73,1,4,Affiliate,Desktop,0
V00795,8,31,6,4,11.01,3,1,Paid social,Desktop,1
V00796,8,23,2,3,8.33,6,3,Search,Tablet,1
V00797,7,36,4,2,8.88,2,1,Email,Mobile,1
V00798,3,13,1,0,3.59,0,0,Organic,Mobile,0
V00799,10,49,9,4,15.29,1,4,Paid social,Mobile,1
V00800,6,23,2,1,4.33,1,1,Affiliate,Tablet,0
V00801,8,44,4,3,11.71,5,0,Paid social,Tablet,1
V00802,12,31,5,1,9.71,2,2,Search,Mobile,1
V00803,1,5,1,1,0.76,0,3,Email,Desktop,0
V00804,8,24,5,1,12.71,0,1,Affiliate,Mobile,1
V00805,6,29,2,0,6.44,0,1,Search,Tablet,1
V00806,7,25,2,0,5.06,0,0,Paid social,Mobile,0
V00807,4,8,2,0,2.81,2,2,Organic,Mobile,0
V00808,11,36,6,2,14.54,5,0,Affiliate,Tablet,1
V00809,9,26,4,2,8.33,4,3,Email,Mobile,1
V00810,9,22,2,0,6.62,3,2,Search,Mobile,1
V00811,6,32,2,0,6.41,2,0,Affiliate,Tablet,0
V00812,2,8,1,0,4.16,4,1,Organic,Mobile,0
V00813,5,25,5,1,8.82,0,2,Search,Tablet,1
V00814,3,12,2,2,4.86,0,4,Organic,Desktop,0
V00815,14,34,6,3,10.89,4,3,Paid social,Tablet,1
V00816,14,62,13,6,16.96,3,1,Search,Desktop,1
V00817,1,2,0,0,1.02,6,1,Email,Mobile,0
V00818,4,12,1,2,5.81,3,3,Email,Tablet,1
V00819,4,17,1,0,5.74,0,4,Affiliate,Desktop,0
V00820,8,42,8,3,12.09,2,0,Search,Tablet,1
V00821,13,61,9,3,16.9,1,3,Affiliate,Mobile,1
V00822,10,24,2,2,13.15,1,4,Email,Mobile,0
V00823,7,28,5,2,7.42,0,0,Organic,Mobile,1
V00824,11,46,4,2,13.46,3,3,Paid social,Tablet,1
V00825,12,63,6,3,12.85,3,0,Organic,Tablet,1
V00826,3,14,2,0,4.4,5,0,Search,Mobile,0
V00827,5,16,2,0,6.83,2,0,Email,Tablet,0
V00828,5,11,2,1,8.98,1,3,Email,Tablet,1
V00829,8,23,2,2,11.28,0,1,Search,Desktop,1
V00830,5,29,4,3,8.94,0,0,Search,Mobile,1
V00831,3,15,3,0,5.52,0,0,Affiliate,Desktop,1
V00832,13,67,13,6,15.75,2,3,Organic,Tablet,1
V00833,6,35,7,2,8.26,1,0,Paid social,Mobile,0
V00834,1,1,0,0,4.76,4,1,Email,Tablet,0
V00835,4,23,1,1,6.73,2,0,Paid social,Desktop,0
V00836,5,22,1,1,6.56,1,0,Organic,Desktop,0
V00837,14,61,9,3,15.71,2,4,Email,Tablet,1
V00838,1,3,1,1,6.63,1,0,Email,Mobile,1
V00839,2,14,2,1,4.46,0,0,Search,Desktop,1
V00840,13,46,7,5,15.73,4,0,Search,Mobile,1
V00841,4,13,2,0,7.86,0,3,Organic,Tablet,0
V00842,1,1,0,0,2.28,1,1,Paid social,Mobile,0
V00843,4,25,5,2,7.56,0,1,Email,Desktop,1
V00844,9,37,7,5,11.15,1,0,Search,Mobile,1
V00845,10,51,7,2,10.95,5,2,Affiliate,Mobile,1
V00846,10,46,9,5,11.27,1,2,Affiliate,Tablet,1
V00847,2,7,1,0,2.73,4,3,Affiliate,Desktop,1
V00848,1,6,1,2,5.48,2,0,Affiliate,Mobile,0
V00849,1,4,0,1,4.2,3,0,Search,Tablet,0
V00850,14,44,9,4,16.46,1,4,Paid social,Tablet,1
V00851,13,29,5,1,10.61,2,1,Affiliate,Mobile,1
V00852,8,42,7,3,8.84,2,0,Affiliate,Mobile,1
V00853,9,24,3,0,9.59,5,1,Organic,Tablet,1
V00854,3,12,1,1,4.54,2,2,Organic,Mobile,0
V00855,3,19,1,0,4.23,2,2,Search,Tablet,0
V00856,9,41,6,1,12.19,2,0,Email,Mobile,1
V00857,11,36,6,4,9.97,3,0,Email,Mobile,1
V00858,12,36,5,2,11.3,2,4,Paid social,Tablet,1
V00859,11,58,8,4,15.43,2,2,Organic,Mobile,1
V00860,14,67,7,2,14.36,3,2,Paid social,Tablet,1
V00861,11,46,9,2,11.65,0,0,Search,Tablet,1
V00862,5,26,4,3,8.05,2,2,Search,Mobile,1
V00863,1,12,1,0,4.32,4,3,Paid social,Mobile,1
V00864,12,35,7,4,11.57,0,0,Paid social,Tablet,1
V00865,7,21,4,3,7.24,1,1,Search,Mobile,1
V00866,14,69,9,5,19,4,1,Paid social,Desktop,1
V00867,11,36,7,2,13.22,0,0,Email,Tablet,1
V00868,8,39,6,1,11.06,0,0,Organic,Tablet,1
V00869,12,51,6,3,11.38,1,2,Search,Tablet,1
V00870,1,2,0,0,1.48,2,4,Paid social,Desktop,1
V00871,13,66,5,2,11.65,3,1,Search,Tablet,1
V00872,11,26,2,2,8.53,1,3,Email,Tablet,1
V00873,9,39,5,2,12.09,4,1,Search,Tablet,1
V00874,4,16,3,2,4.78,0,4,Search,Tablet,1
V00875,9,35,7,3,11.46,5,0,Search,Desktop,1
V00876,5,23,3,3,5.74,3,0,Affiliate,Tablet,0
V00877,5,20,4,2,7.95,1,0,Search,Mobile,1
V00878,14,61,5,1,11.97,3,0,Email,Mobile,1
V00879,13,38,8,5,13.11,3,1,Organic,Tablet,1
V00880,10,43,7,4,8.45,3,0,Organic,Mobile,1
V00881,7,14,2,3,6.7,0,2,Search,Desktop,1
V00882,3,11,2,2,6.34,2,0,Organic,Desktop,1
V00883,14,58,6,2,15.85,4,3,Paid social,Tablet,1
V00884,13,60,12,6,17.18,0,0,Email,Desktop,1
V00885,4,22,2,0,1.96,5,0,Email,Mobile,1
V00886,7,10,1,2,8.46,4,0,Paid social,Desktop,0
V00887,6,26,3,0,2.75,1,1,Email,Mobile,1
V00888,11,40,3,2,8.17,3,3,Affiliate,Desktop,1
V00889,3,8,1,0,4.05,1,0,Search,Mobile,0
V00890,12,58,4,2,6.77,0,3,Paid social,Desktop,1
V00891,9,48,10,4,15.41,2,0,Search,Desktop,1
