customer_id,tenure_months,orders_12m,avg_order_value,return_rate,email_click_rate,loyalty_points,support_tickets,acquisition_channel,region,lifetime_value_12m
C00393,31,5,12,0.075,0.023,66,0,Search,West,214.08
C00394,63,9,65.24,0.076,0.296,381,1,Organic,West,794.42
C00395,2,6,34.19,0.112,0.166,227,2,Referral,Midwest,247.13
C00396,48,2,31.54,0.238,0,71,1,Search,Northeast,271.96
C00397,56,11,31.49,0.069,0.27,264,1,Organic,Northeast,639.48
C00398,67,10,86.99,0.163,0.405,1022,2,Referral,South,1272.9
C00399,37,4,23.8,0.144,0.197,89,2,Organic,Northeast,49.62
C00400,17,7,89.47,0.219,0.175,396,2,Paid social,South,690.68
C00401,61,6,45.05,0.06,0.188,190,0,Organic,West,510.43
C00402,50,8,88.55,0.124,0.282,766,1,Search,West,919.23
C00403,10,2,12,0.203,0,28,2,Paid social,West,116.98
C00404,56,2,27.98,0.137,0.181,49,1,Organic,South,63.35
C00405,34,9,93.46,0.072,0.207,1007,2,Paid social,Midwest,1043.36
C00406,27,6,71.16,0.134,0.283,269,2,Paid social,West,561.14
C00407,56,12,70.88,0.129,0.267,534,0,Organic,South,1358
C00408,16,6,73.77,0.075,0.242,462,2,Referral,Northeast,506.04
C00409,24,8,37.8,0.103,0.235,205,1,Organic,South,272.62
C00410,63,6,53.34,0.122,0.288,377,3,Organic,South,441.11
C00411,65,8,93.7,0.03,0.074,641,2,Referral,West,1314.36
C00412,31,4,65.82,0.049,0.207,191,0,Search,South,395.65
C00413,4,9,81.43,0.091,0.348,671,1,Store,Midwest,860.75
C00414,47,4,42.62,0.193,0.18,134,1,Referral,West,204.08
C00415,5,5,12,0.069,0.179,52,1,Organic,Midwest,119.49
C00416,44,5,77.11,0.151,0.243,420,1,Referral,Midwest,511.49
C00417,48,7,56.96,0.128,0.217,450,0,Paid social,Midwest,618.37
C00418,26,2,54.58,0.155,0.183,101,1,Referral,West,174.84
C00419,43,13,121.32,0.133,0.245,1581,0,Referral,West,1972.27
C00420,25,6,56.75,0.154,0.1,270,0,Paid social,West,401.8
C00421,11,2,25.9,0.147,0.02,36,1,Paid social,South,28.62
C00422,46,5,90.08,0.154,0.171,443,0,Store,South,686.79
C00423,56,7,38.77,0.113,0.258,179,2,Store,Midwest,337.68
C00424,44,7,78.78,0.106,0.149,337,2,Organic,West,785.28
C00425,32,5,62.82,0.165,0.177,195,1,Search,South,386.71
C00426,59,5,84.83,0.111,0.142,389,0,Organic,Midwest,457.24
C00427,64,5,78.14,0.244,0.379,264,1,Referral,South,438.56
C00428,27,1,38.04,0.221,0.191,27,1,Store,Midwest,20
C00429,3,4,81.94,0.163,0.081,307,2,Paid social,Midwest,305.3
C00430,71,10,43.53,0.03,0.173,462,0,Organic,South,794.63
C00431,67,10,131.36,0.12,0.16,1402,3,Store,West,1914.06
C00432,65,8,88.49,0,0.271,802,1,Search,South,1175.78
C00433,45,2,53.86,0.091,0.193,67,1,Referral,Northeast,252.28
C00434,28,8,57.77,0.121,0.223,489,0,Search,Midwest,586.67
C00435,10,1,60.13,0.057,0,65,1,Store,South,86.13
C00436,3,1,25.77,0.237,0.12,26,2,Store,South,27.83
C00437,29,9,42.87,0.063,0.236,250,1,Referral,West,414.23
C00438,35,6,93.54,0.117,0.329,662,2,Store,West,655.51
C00439,8,7,50.31,0.141,0.287,228,2,Search,Northeast,305.76
C00440,5,6,58.43,0.038,0.122,304,1,Organic,Midwest,311.87
C00441,43,4,36.42,0.149,0.23,132,0,Referral,West,83.09
C00442,71,6,90.39,0.022,0.292,425,1,Referral,Northeast,917.7
C00443,63,8,27.54,0.215,0.179,171,1,Store,West,270.13
C00444,38,1,31.25,0.226,0.328,34,2,Referral,West,100.05
C00445,15,6,69.67,0.021,0.286,446,1,Search,West,553.83
C00446,7,4,63.68,0.128,0.024,199,1,Search,Midwest,209.79
C00447,36,5,46.42,0.19,0.246,171,2,Store,West,210.71
C00448,3,1,12,0.19,0.012,10,1,Search,South,20
C00449,2,8,57.05,0.115,0.115,466,1,Organic,Northeast,428.83
C00450,22,3,42.97,0.125,0.192,111,0,Referral,South,285.47
C00451,61,7,84.97,0.08,0.28,501,1,Store,Northeast,933.4
C00452,59,8,86.04,0.108,0.238,477,0,Paid social,South,1079.74
C00453,7,6,52.84,0.072,0.298,337,0,Referral,Midwest,451.92
C00454,53,7,75.21,0.168,0.085,453,1,Search,West,670.24
C00455,70,10,42.84,0.145,0.301,461,2,Store,Northeast,641.05
C00456,45,6,92.96,0.171,0.207,444,2,Store,West,576.42
C00457,34,2,32.86,0.238,0.121,70,1,Search,West,20
C00458,19,5,119.88,0.153,0.394,551,1,Search,Midwest,714.76
C00459,22,5,77.35,0.134,0.083,367,0,Search,Midwest,450.14
C00460,19,3,24.38,0.123,0.37,66,1,Referral,West,44.71
C00461,19,6,54.03,0.144,0.343,282,1,Store,West,284.5
C00462,49,2,68.88,0.208,0.201,98,2,Store,West,115.71
C00463,27,6,62.1,0.117,0.195,383,0,Paid social,West,451.17
C00464,65,5,52.03,0.128,0.256,223,0,Organic,Northeast,399.12
C00465,38,6,44.6,0.051,0.286,235,1,Paid social,Northeast,447.84
C00466,69,10,60.54,0.118,0.257,651,0,Store,Northeast,814.13
C00467,42,10,85.43,0.143,0.37,848,1,Search,Northeast,1042.63
C00468,23,1,28.4,0.101,0,23,1,Organic,South,20
C00469,49,10,99.11,0.11,0.449,922,1,Organic,Northeast,1404.98
C00470,26,1,20.7,0.183,0.059,16,2,Organic,West,55.16
C00471,55,9,74.85,0.134,0.142,521,1,Referral,Midwest,834.98
C00472,52,7,50.48,0.194,0.393,274,0,Search,South,464.4
C00473,18,4,16.53,0.12,0.086,44,0,Search,Midwest,47.16
C00474,43,7,78.87,0.202,0,564,0,Search,Northeast,595.86
C00475,57,5,72.21,0.178,0.302,246,0,Paid social,West,495.56
C00476,44,9,129.7,0,0.265,1257,0,Paid social,Northeast,1834.38
C00477,50,2,63.36,0.041,0.275,102,2,Organic,Northeast,167.36
C00478,34,6,45.92,0.135,0.315,168,0,Referral,South,408.49
C00479,54,10,71.63,0.02,0.274,779,0,Referral,South,1119.29
C00480,62,7,96.55,0.134,0.357,426,1,Paid social,Midwest,860.49
C00481,63,3,12,0.118,0.261,28,0,Paid social,West,100.81
C00482,35,8,50.37,0.192,0.307,296,3,Referral,South,439.58
C00483,46,6,66,0.192,0.201,447,2,Referral,West,308.42
C00484,49,8,79.27,0.078,0.271,448,1,Store,West,911.83
C00485,50,11,69.7,0.053,0.358,887,2,Store,South,1151.08
C00486,10,5,36.45,0.097,0.298,195,0,Search,West,173.27
C00487,68,6,72.26,0.061,0.108,354,1,Paid social,Northeast,757.55
C00488,37,12,67.28,0.121,0.127,509,2,Referral,Midwest,960.29
C00489,11,1,104.64,0.207,0.225,79,1,Organic,Northeast,20
C00490,12,3,97.32,0.199,0.249,266,0,Store,West,129.87
C00491,15,4,38.15,0.122,0.241,118,0,Organic,Northeast,174.18
C00492,37,5,85.23,0.177,0.11,297,1,Paid social,Northeast,521.84
C00493,68,6,66.68,0.18,0.106,330,2,Referral,South,569.91
C00494,51,11,56.38,0.135,0.291,429,1,Search,West,778.68
C00495,30,6,60.22,0.201,0.21,403,2,Referral,South,585.01
C00496,40,8,54.1,0.052,0.229,455,0,Organic,West,689.79
C00497,15,6,71.08,0.047,0.353,492,1,Store,South,471.55
C00498,65,3,79.66,0.161,0.174,254,2,Search,West,465.49
C00499,62,4,72.23,0.17,0.189,192,0,Referral,West,505.73
C00500,45,6,77.97,0.053,0.383,509,2,Paid social,South,667.51
C00501,48,8,52.89,0.213,0.322,415,1,Store,Northeast,597.32
C00502,49,7,19.73,0.028,0.181,158,1,Paid social,Midwest,181.12
C00503,67,16,83.16,0.135,0.4,804,0,Search,Midwest,1793.92
C00504,45,10,53.17,0.107,0.165,398,2,Referral,Midwest,850.74
C00505,27,6,55.71,0.074,0.307,290,1,Organic,South,526.27
C00506,69,9,135.75,0.1,0.138,1257,2,Search,West,2019.55
C00507,54,6,21.7,0.146,0.22,113,2,Paid social,Midwest,221.44
C00508,55,8,71.61,0.125,0.277,636,1,Organic,Midwest,754.83
C00509,27,8,79.09,0.13,0.141,426,2,Organic,Midwest,679.12
C00510,55,4,49.88,0.105,0.15,188,1,Search,South,262.49
C00511,16,3,41.22,0.068,0.17,138,1,Paid social,West,170.8
C00512,23,7,80.15,0.12,0.259,516,0,Organic,South,683.52
C00513,23,8,54.01,0,0.156,468,2,Paid social,South,482.55
C00514,10,3,61.18,0.145,0.097,207,2,Search,Midwest,261.05
C00515,8,5,54.48,0.08,0.215,306,1,Referral,South,366.18
C00516,31,5,49.12,0.293,0.205,149,2,Paid social,West,296.63
C00517,22,5,59.83,0.145,0.059,279,1,Search,Northeast,351.05
C00518,51,8,91.08,0.044,0.121,624,0,Search,Northeast,1140.23
C00519,35,6,85.03,0.155,0.298,390,2,Organic,West,564.42
C00520,21,10,65.29,0.217,0.241,670,2,Store,South,685.44
C00521,32,1,26.42,0.143,0.134,28,2,Organic,Northeast,20
C00522,9,5,48.61,0.13,0.213,220,2,Search,West,255.41
C00523,4,1,50.86,0.055,0.126,36,1,Referral,Northeast,92.21
C00524,70,7,84.58,0.03,0.227,663,1,Referral,West,1197.83
C00525,21,7,68.01,0.086,0.203,397,2,Organic,Northeast,461.72
C00526,44,2,20.91,0.187,0.24,28,2,Referral,Midwest,20
C00527,56,9,58.28,0.128,0.162,372,1,Paid social,Northeast,647.44
C00528,52,5,56.64,0.166,0.07,201,1,Paid social,Northeast,469.4
C00529,28,4,46.87,0.192,0.245,167,1,Store,Midwest,142.79
C00530,27,7,49.19,0.1,0.262,261,1,Referral,West,442.94
C00531,5,7,77.54,0.131,0.186,500,0,Store,Midwest,612.56
C00532,57,11,57.71,0.097,0.28,386,0,Organic,Northeast,880.89
C00533,11,3,71.98,0.118,0.129,236,3,Store,South,353.72
C00534,34,11,88.4,0.05,0.185,754,1,Organic,South,1324.38
C00535,67,7,85.7,0.107,0.263,462,1,Store,Midwest,975.12
C00536,5,7,89.29,0.119,0.192,609,1,Paid social,South,625.99
C00537,12,1,61.54,0.128,0.17,61,1,Organic,South,90.48
C00538,54,7,22.17,0.271,0.19,94,2,Paid social,Midwest,181.8
C00539,43,7,70.06,0.065,0.183,515,1,Organic,Northeast,712.71
C00540,24,7,29.24,0.171,0.19,213,1,Search,South,273.07
C00541,38,7,34.96,0.081,0.233,162,1,Referral,Northeast,390.9
C00542,48,6,76.81,0.049,0.174,337,0,Search,Northeast,516.12
C00543,49,2,47.54,0.147,0.185,78,1,Store,South,206.62
C00544,45,5,84.57,0.151,0.101,354,2,Organic,West,604.16
C00545,35,3,48.79,0.278,0.239,88,1,Organic,West,186.31
C00546,65,3,63.04,0.131,0.28,162,1,Referral,West,357.48
C00547,57,10,112.24,0.071,0.387,855,1,Search,Midwest,1670.6
C00548,41,7,44.94,0.175,0.217,290,2,Paid social,Midwest,289.9
C00549,53,4,16.08,0.111,0.173,60,1,Store,Midwest,28.67
C00550,60,11,38.44,0.163,0.199,295,2,Organic,West,568.08
C00551,39,5,48.56,0.082,0.086,193,2,Referral,Midwest,413.88
C00552,19,4,32.12,0.192,0.171,144,2,Search,Midwest,103.29
C00553,33,4,64.21,0.135,0.156,193,1,Search,West,364.63
C00554,18,6,84.87,0.181,0.165,329,2,Referral,South,568.89
C00555,18,3,32.56,0.139,0.249,90,0,Store,Midwest,200.24
C00556,4,6,76.1,0.159,0.16,515,1,Search,South,346.29
C00557,46,8,44.77,0.123,0.187,328,0,Referral,West,553.79
C00558,35,8,46.38,0.126,0.195,271,2,Referral,Midwest,482.33
C00559,55,3,12,0.157,0.253,30,0,Referral,South,20
C00560,16,4,47.8,0.173,0.177,115,2,Search,South,223.38
C00561,52,4,60.29,0.151,0.198,204,2,Paid social,South,345.3
C00562,67,1,60.75,0.175,0.138,65,1,Search,Northeast,51.56
C00563,66,3,23.38,0.16,0.214,68,1,Store,South,26.25
C00564,69,7,12.79,0.15,0.319,63,2,Referral,South,145.18
C00565,32,11,91.67,0.009,0.321,1032,1,Store,Midwest,1308.68
C00566,31,4,61.55,0.149,0.147,208,2,Paid social,South,257.31
C00567,10,10,71.48,0.069,0.301,555,1,Store,South,760.11
C00568,55,5,74.75,0.167,0.284,259,0,Organic,West,340.01
C00569,20,1,35.47,0.067,0.149,28,1,Search,South,186.43
C00570,48,6,60.42,0.124,0.112,250,0,Referral,Northeast,499.6
C00571,33,1,77.43,0.065,0.267,92,2,Store,West,143.87
C00572,45,8,87.35,0.1,0.355,462,0,Referral,West,954.98
C00573,2,4,65.44,0.135,0.391,191,1,Referral,West,315.12
C00574,26,3,22.5,0.166,0.202,48,1,Organic,South,231.99
C00575,71,4,23.06,0.223,0.177,72,2,Paid social,South,124.87
C00576,22,9,93,0.127,0.419,851,0,Organic,Northeast,1047.47
C00577,18,2,83.19,0.08,0.224,169,0,Organic,Northeast,172.35
C00578,54,8,52.58,0.179,0.283,420,1,Paid social,West,785.72
C00579,20,7,123.64,0.065,0.325,885,2,Search,South,1071.91
C00580,52,5,33.27,0.181,0.279,126,1,Store,Northeast,107.86
C00581,39,9,41.14,0.177,0.196,228,0,Organic,Midwest,371.79
C00582,70,6,81.43,0.123,0.323,487,0,Search,Midwest,786.67
C00583,36,8,26.13,0.182,0.239,182,1,Paid social,South,239.6
C00584,70,9,116.25,0.208,0.119,1060,1,Search,West,1406.62
C00585,59,7,70.02,0.104,0.192,396,1,Paid social,Midwest,651.7
C00586,26,6,55.84,0.107,0.203,260,0,Search,South,334.61
C00587,32,8,68.4,0.132,0.244,655,1,Organic,South,776.61
C00588,26,1,36.02,0.071,0.178,22,2,Search,Midwest,25.73
C00589,56,4,49.55,0.15,0.144,132,0,Search,South,241.88
C00590,69,13,51.7,0.147,0.453,643,2,Referral,Midwest,1018.22
C00591,26,13,69.04,0.056,0.325,1040,1,Referral,Northeast,985.67
C00592,63,6,38.1,0.104,0.197,256,1,Referral,Midwest,376.19
C00593,47,7,58.66,0.221,0.221,329,2,Store,West,393.99
C00594,11,4,38.77,0.144,0.187,126,1,Store,Midwest,161.29
C00595,17,8,57.27,0.128,0.222,505,2,Paid social,South,409.14
C00596,63,9,103.88,0.088,0.388,775,2,Search,West,1349.94
C00597,8,1,111.87,0.155,0.255,71,2,Search,Northeast,91.99
C00598,20,3,22.49,0.12,0.269,55,1,Paid social,Midwest,91.77
C00599,41,8,94.32,0.12,0.203,503,2,Organic,Midwest,984.56
C00600,27,12,79.5,0.104,0.373,846,1,Referral,South,1242.63
C00601,39,7,29.05,0.082,0.335,126,1,Organic,West,268.23
C00602,43,8,102.02,0.157,0.296,789,1,Referral,West,1102.77
C00603,68,9,63.2,0.275,0.211,507,0,Search,South,654.62
C00604,45,5,77.8,0.145,0.215,293,0,Organic,Midwest,497.55
C00605,69,12,70.12,0.146,0.389,510,1,Search,Midwest,1136.66
C00606,46,3,88.48,0.102,0.212,258,0,Organic,South,380.63
C00607,26,4,64.12,0.151,0.172,168,0,Paid social,South,430.78
C00608,8,9,114.05,0.127,0.275,664,1,Paid social,Midwest,1111.97
C00609,50,6,84.71,0.069,0.138,356,2,Search,South,657.89
C00610,53,11,111.61,0.184,0.411,878,2,Search,Midwest,1489.56
C00611,68,7,92.93,0.218,0.332,769,1,Search,South,947.92
C00612,71,8,56.99,0.145,0.293,413,3,Referral,Northeast,692.06
C00613,17,8,98.8,0.128,0.123,947,2,Referral,West,857.74
C00614,37,8,34.16,0.155,0,251,1,Search,Northeast,222.63
C00615,57,3,14.82,0.207,0.018,42,1,Organic,Midwest,55.8
C00616,67,1,60.54,0.199,0.274,68,2,Store,West,59.68
C00617,63,8,66.45,0.052,0.229,354,1,Paid social,West,816.32
C00618,57,8,68.97,0.124,0.264,542,1,Organic,West,727.61
C00619,37,10,62.66,0.159,0.258,469,2,Referral,West,722.4
C00620,11,4,52.71,0.212,0.15,243,1,Paid social,Midwest,294.47
C00621,52,5,31.63,0.095,0.128,163,1,Referral,Midwest,281.82
C00622,21,3,66.59,0.242,0.134,203,3,Organic,South,168.73
C00623,71,7,97.29,0.06,0.181,424,1,Store,South,1120.83
C00624,25,5,73.34,0.1,0.111,422,2,Search,Midwest,449.24
C00625,42,10,82.12,0.055,0.209,626,0,Referral,Midwest,1118.36
C00626,17,5,73.21,0.189,0.088,360,0,Organic,West,382.95
C00627,18,6,55.91,0.175,0.346,349,2,Store,Midwest,373.94
C00628,52,9,55.09,0.113,0.156,377,1,Organic,Midwest,579.17
C00629,62,4,68.29,0.062,0.028,265,0,Search,South,420.81
C00630,17,8,75.97,0.139,0.228,447,1,Paid social,South,583.42
C00631,51,9,39.96,0.173,0.286,309,0,Organic,Midwest,440.34
C00632,49,13,128.34,0.108,0.239,1260,0,Organic,Midwest,2324.69
C00633,6,4,60.91,0.084,0.08,150,2,Organic,South,227.67
C00634,31,3,34.73,0.198,0.142,123,0,Paid social,South,172.88
C00635,35,2,52.17,0.056,0.24,87,2,Store,West,243.97
C00636,5,1,40.87,0.188,0.238,40,2,Search,South,20
C00637,70,7,79.4,0.165,0.303,641,3,Search,Northeast,896.81
C00638,50,10,56.86,0.002,0.323,531,0,Referral,West,920.63
C00639,60,13,62.42,0.103,0.399,939,1,Search,Midwest,1171.1
C00640,49,10,126.35,0.049,0.427,1402,1,Store,South,1814.34
C00641,52,8,53.9,0.186,0.243,273,1,Store,Northeast,527.92
C00642,27,5,70.77,0.102,0.042,298,1,Paid social,South,326.19
C00643,9,6,45.05,0.197,0.239,221,2,Search,Midwest,261.26
C00644,59,6,103.67,0.162,0.366,672,1,Search,Northeast,923.94
C00645,29,3,83.37,0.105,0.078,169,1,Organic,West,243.79
C00646,22,3,33.21,0.15,0.298,117,0,Referral,Midwest,25.57
C00647,57,10,80.53,0.059,0.188,722,1,Store,Northeast,1212.76
C00648,34,7,99.65,0.145,0.242,506,0,Search,West,763.27
C00649,49,9,49.82,0.17,0.216,380,0,Organic,South,598.33
C00650,30,5,59.23,0.11,0.039,230,1,Organic,Northeast,197.34
C00651,56,14,110.21,0.193,0.412,1033,2,Referral,South,1922.05
C00652,60,9,60.46,0.083,0.372,390,0,Organic,Northeast,758.46
C00653,41,11,73.87,0.121,0.23,770,1,Paid social,Northeast,1002.59
C00654,65,9,118.56,0.018,0.218,1205,0,Referral,South,1801.21
C00655,23,7,87.12,0.077,0.282,481,1,Search,West,797.13
C00656,26,8,25.33,0.189,0.167,202,0,Referral,West,136.99
C00657,43,8,87.74,0.171,0.237,662,1,Referral,South,784.93
C00658,34,4,16.61,0.136,0.22,46,2,Search,West,20
C00659,43,5,76.17,0.154,0.118,398,2,Organic,West,398.71
C00660,9,8,75.32,0.213,0.035,547,1,Store,Midwest,462.41
C00661,35,4,64.59,0,0.113,254,2,Organic,South,316.99
C00662,51,9,19.13,0.2,0.196,140,0,Paid social,South,237.13
C00663,18,5,26.85,0.148,0.103,139,1,Referral,West,185.51
C00664,6,10,45.81,0.081,0.159,441,0,Organic,Northeast,594.68
C00665,33,7,51.65,0.144,0.283,332,1,Organic,Midwest,375.91
C00666,54,7,69.26,0.154,0.024,425,2,Search,Northeast,605.1
C00667,64,5,46.51,0.088,0.093,189,0,Search,Northeast,378.31
C00668,66,7,77.5,0.176,0.2,419,2,Search,Midwest,821.99
C00669,58,11,64.53,0.138,0.324,742,1,Store,Midwest,895.9
C00670,28,7,59.49,0.143,0.025,254,2,Paid social,West,409.12
C00671,4,2,54.05,0.085,0.12,117,0,Search,West,20
C00672,68,8,90.48,0.074,0.294,562,1,Search,Northeast,1196.56
C00673,33,6,39.92,0.029,0.295,254,0,Referral,South,231.86
C00674,60,8,76.88,0.088,0.346,396,1,Search,Northeast,900.3
C00675,58,5,39.52,0.106,0.299,230,0,Paid social,Northeast,195.87
C00676,18,6,64.5,0.073,0.311,336,1,Organic,Northeast,453.72
C00677,43,8,86.09,0.103,0.437,476,1,Referral,South,934.93
C00678,70,4,48.92,0.214,0.206,200,1,Store,Midwest,202.62
C00679,19,3,48.44,0.191,0.116,136,2,Store,West,107.88
C00680,11,2,45.46,0.165,0.301,95,0,Search,South,20
C00681,60,1,85.72,0.132,0.119,69,3,Referral,West,232.57
C00682,8,5,87.19,0.067,0.225,307,0,Paid social,Northeast,399.71
C00683,60,6,19.15,0.139,0.198,71,0,Store,West,210.33
C00684,52,8,97.17,0.049,0.367,705,0,Paid social,South,1277.66
C00685,66,7,92.38,0.132,0.339,735,1,Referral,West,828.04
C00686,28,8,61.55,0.104,0.279,541,1,Paid social,South,708.39
C00687,55,7,108.06,0.102,0.211,672,1,Organic,Midwest,1123.62
C00688,52,9,73.48,0.102,0.166,793,3,Organic,Midwest,797.41
C00689,4,9,57.09,0.082,0.125,350,2,Store,West,491.43
C00690,53,10,82.57,0.094,0.123,638,1,Paid social,West,1161.76
C00691,24,2,32.55,0.165,0.168,40,2,Organic,Northeast,216.42
C00692,28,3,65.87,0.164,0.27,203,1,Paid social,Midwest,154.95
C00693,49,7,81.24,0.061,0.276,400,0,Referral,Northeast,584.71
C00694,30,7,73.09,0.086,0.2,599,3,Search,South,779.93
C00695,66,8,65.38,0.144,0.268,402,1,Referral,Northeast,734.2
C00696,3,1,32.78,0.183,0.161,37,1,Organic,West,20
C00697,70,4,93.57,0.159,0.372,441,1,Organic,South,500.56
C00698,9,5,48.76,0.174,0,156,1,Referral,Midwest,353.34
C00699,29,4,33.4,0.14,0.058,106,2,Paid social,Northeast,269.24
C00700,31,8,68.62,0.158,0.14,410,1,Organic,West,666.15
C00701,53,8,55.05,0.134,0.232,527,0,Referral,Midwest,472.02
C00702,59,7,48.8,0.112,0.216,321,0,Paid social,South,542.85
C00703,40,1,38.91,0.14,0.167,45,0,Organic,Northeast,20
C00704,15,5,72.89,0.11,0.256,349,1,Organic,Northeast,522.83
C00705,33,6,82.77,0.099,0.213,443,0,Organic,Midwest,698.95
C00706,33,8,39.51,0.04,0.334,375,0,Search,Midwest,444.67
C00707,62,3,46.86,0.104,0.135,96,1,Search,Northeast,244.17
C00708,65,8,115.58,0.067,0.237,586,1,Organic,West,1500.53
C00709,41,10,41.55,0.174,0.075,379,1,Paid social,West,475.06
C00710,14,3,12,0.204,0.216,31,1,Referral,Northeast,53.76
C00711,22,10,64.96,0.08,0.355,747,0,Referral,Northeast,838.28
C00712,47,12,83.49,0.145,0.3,794,0,Search,Northeast,1345.1
C00713,68,2,18.78,0.188,0.214,45,3,Organic,Midwest,20
C00714,56,4,89.24,0.135,0.213,307,1,Paid social,West,400.3
C00715,68,2,35.04,0.265,0.052,73,1,Store,South,214.44
C00716,55,3,41.76,0.173,0.135,141,0,Search,West,162.24
C00717,27,6,87.43,0.18,0.085,441,3,Paid social,South,510.67
C00718,33,11,84.97,0.146,0.282,1114,1,Referral,Midwest,1092.91
C00719,70,13,69.82,0.03,0.244,1030,3,Organic,Midwest,1426.46
C00720,30,1,31.95,0.148,0.155,22,1,Paid social,Midwest,137.61
C00721,62,1,19.32,0.146,0.025,23,2,Search,South,20
C00722,69,4,82.89,0.048,0.281,217,2,Referral,South,488.69
C00723,17,8,41.65,0.132,0.259,331,1,Organic,West,195.24
C00724,54,6,54.92,0.051,0.176,336,2,Search,Northeast,480.98
C00725,41,4,49.21,0.151,0.244,226,0,Search,West,366.27
C00726,10,7,121.31,0.113,0.193,661,0,Organic,Northeast,772.38
C00727,65,11,74.42,0.145,0.222,742,1,Organic,South,1125.23
C00728,22,9,49.05,0.116,0.197,529,1,Store,West,492.29
C00729,4,8,98.4,0.159,0.208,689,3,Store,Midwest,695.57
C00730,47,2,39.13,0.18,0.189,60,1,Paid social,West,87.39
C00731,33,9,63.42,0.122,0.169,569,1,Search,West,734.76
C00732,15,2,43.41,0.111,0.093,89,2,Paid social,Northeast,35.03
C00733,44,3,50.35,0.183,0,122,1,Organic,Midwest,242.88
C00734,53,4,62.19,0.095,0.076,272,2,Paid social,West,427.71
C00735,61,5,74.74,0.018,0.216,436,1,Store,Midwest,517.67
C00736,59,6,55.41,0.139,0.257,211,1,Store,South,661.67
C00737,25,10,68.83,0.139,0.225,475,0,Organic,Midwest,721.14
C00738,43,5,103.09,0.235,0.227,516,0,Search,West,597.88
C00739,11,6,68.97,0.233,0.21,446,1,Store,Northeast,301.19
C00740,69,3,29.5,0.182,0.212,77,2,Referral,Northeast,103.62
C00741,21,7,55.65,0.225,0.138,448,1,Organic,South,430.05
C00742,28,6,61.31,0.136,0.184,418,2,Store,Northeast,363.76
C00743,24,7,53.33,0.115,0.35,293,1,Search,South,449.64
C00744,5,1,36.1,0.269,0.02,34,3,Paid social,South,20
C00745,8,1,78.33,0.178,0.052,91,2,Referral,West,135.77
C00746,40,5,57.11,0,0.054,281,1,Referral,Northeast,468.82
C00747,68,10,58.74,0.115,0.235,474,1,Referral,Midwest,813.38
C00748,13,2,48.04,0.128,0.066,73,1,Referral,West,162.41
C00749,17,1,12,0.238,0.157,10,1,Store,Midwest,20
C00750,19,7,12,0.166,0.283,90,1,Paid social,West,175.45
C00751,47,9,42.22,0.11,0.153,376,0,Paid social,Northeast,459.08
C00752,54,5,50.47,0.08,0.231,174,1,Referral,Midwest,388.02
C00753,29,1,38.39,0.148,0.022,27,1,Organic,West,23.57
C00754,13,1,59.48,0.234,0.109,45,2,Organic,West,20
C00755,9,1,48.34,0.078,0.085,52,3,Referral,Midwest,115.07
C00756,71,16,114.69,0.101,0.276,1777,0,Paid social,Midwest,2734.11
C00757,52,4,37,0.152,0.228,93,2,Organic,South,94.54
C00758,32,2,23.67,0.208,0.08,39,3,Referral,South,32.94
C00759,34,5,73.75,0.163,0.095,266,2,Referral,Northeast,349.39
C00760,32,5,66.62,0.148,0.122,395,0,Organic,Midwest,498.15
C00761,29,7,23.41,0.145,0.293,158,2,Store,South,326.07
C00762,32,2,22.7,0.19,0.1,43,4,Referral,Northeast,51.67
C00763,71,11,72.02,0.034,0.3,852,2,Organic,Northeast,1399.78
C00764,35,10,51.06,0.103,0.302,501,0,Paid social,Midwest,642.07
C00765,31,7,96,0.119,0.271,537,0,Paid social,South,671.98
C00766,51,6,86.91,0.214,0.281,517,1,Organic,South,725.01
C00767,31,1,27.57,0.121,0.209,21,1,Referral,Midwest,35.19
C00768,56,9,84.7,0.216,0.159,478,3,Organic,Midwest,911.58
C00769,2,2,42.46,0.202,0.174,93,1,Search,West,20
C00770,2,1,24.07,0.172,0.134,20,0,Store,Midwest,20
C00771,66,7,40.56,0.055,0.361,273,0,Search,Northeast,403.29
C00772,8,4,50.98,0.122,0.086,160,1,Store,West,407.69
C00773,68,11,102.96,0.106,0.034,952,2,Paid social,Midwest,1799.23
C00774,62,7,66.13,0.06,0.031,554,1,Referral,Midwest,702.54
C00775,70,10,29.51,0.006,0.115,272,2,Paid social,South,626.84
C00776,56,7,25.06,0.097,0.249,132,2,Paid social,West,203.77
C00777,50,3,41.77,0.075,0,89,1,Paid social,West,187.98
C00778,36,2,21.24,0.082,0.142,38,2,Paid social,South,20
C00779,39,6,54.05,0.195,0.094,348,1,Paid social,South,362.61
C00780,63,4,31.91,0.205,0.148,102,0,Search,South,255.94
C00781,35,8,82.55,0.116,0.313,778,1,Referral,West,723.99
C00782,33,9,130.21,0.123,0.081,1023,0,Referral,Midwest,1474.44
C00783,17,1,43.55,0.067,0.152,50,1,Store,South,20
C00784,55,6,13.87,0.218,0.061,85,0,Organic,West,155.16
C00785,22,8,98.67,0.172,0.271,635,0,Store,West,751.65
C00786,53,11,69.5,0.154,0.19,561,1,Store,Midwest,983.48
C00787,27,6,24.72,0.137,0.199,165,4,Paid social,West,20
C00788,41,8,75.84,0.106,0.277,613,1,Store,Midwest,871.64
C00789,35,1,44.21,0.194,0.253,42,1,Referral,West,57.2
