customer_id,promotion_received,discount_pct,days_since_purchase,orders_6m,avg_basket,full_price_share,email_engagement,loyalty_tier,preferred_category,purchased_30d
P00407,0,0,39,2,72.66,0.675,0.094,None,Grocery,0
P00408,1,25,36,6,60.46,0.21,0.13,Silver,Beauty,1
P00409,1,25,111,3,62.31,1,0.304,Silver,Grocery,0
P00410,1,20,25,6,48.25,0.53,0.299,Silver,Grocery,1
P00411,0,0,50,1,74.84,0.325,0.236,Silver,Apparel,1
P00412,0,0,65,3,105.43,0.744,0.161,Silver,Grocery,1
P00413,1,25,47,5,39.89,0.714,0.066,None,Grocery,1
P00414,1,15,75,4,26.35,0.334,0.216,Platinum,Grocery,0
P00415,0,0,53,9,73.87,0.437,0.131,Silver,Beauty,0
P00416,0,0,12,8,22.73,0.836,0.334,Silver,Grocery,0
P00417,0,0,95,3,40.29,0.068,0.072,None,Electronics,0
P00418,0,0,60,3,42.31,0.252,0.308,None,Apparel,0
P00419,0,0,76,0,55.65,0.677,0.015,None,Beauty,0
P00420,1,25,62,3,123.51,0.584,0.23,Silver,Beauty,0
P00421,0,0,111,2,89.31,0.438,0.195,None,Electronics,0
P00422,1,25,3,6,101.98,0.314,0.303,Silver,Grocery,1
P00423,0,0,23,3,9,0.59,0.249,Gold,Apparel,0
P00424,1,25,37,8,18.61,0.629,0.177,Silver,Electronics,0
P00425,1,20,17,9,94.41,0.609,0.051,None,Electronics,1
P00426,0,0,100,4,17.92,0.539,0.273,Platinum,Beauty,0
P00427,1,15,17,8,13.44,0.265,0.255,None,Home,0
P00428,0,0,63,6,22.63,0.613,0.214,Silver,Beauty,0
P00429,0,0,96,7,68.92,0.639,0.201,Gold,Apparel,1
P00430,0,0,66,4,71.96,0.764,0.181,Gold,Home,0
P00431,1,20,50,2,136.74,0.494,0.104,Silver,Grocery,0
P00432,1,15,105,3,133.3,0.319,0.106,Silver,Electronics,1
P00433,0,0,3,6,45.45,0.525,0.266,None,Apparel,0
P00434,0,0,57,4,89.11,0.967,0.286,None,Beauty,0
P00435,1,25,52,5,111.88,0.303,0.024,Gold,Home,1
P00436,1,25,34,7,18.03,0.481,0.158,None,Beauty,1
P00437,1,20,102,6,40.06,0.462,0.157,Gold,Grocery,0
P00438,1,20,22,9,58.84,0.235,0.355,Silver,Home,1
P00439,0,0,13,8,60.25,0.832,0.115,Platinum,Grocery,0
P00440,1,15,52,9,21.68,0.402,0.372,Gold,Home,1
P00441,1,15,5,6,9,0.306,0.282,Silver,Beauty,1
P00442,0,0,42,4,89.76,0.234,0.198,Silver,Beauty,0
P00443,0,0,58,7,44.04,0.515,0.324,Platinum,Apparel,0
P00444,1,15,30,8,37.33,0.156,0.12,Gold,Home,1
P00445,1,15,106,7,52.51,0.626,0.201,Platinum,Apparel,1
P00446,1,10,44,3,77,0.442,0.253,Gold,Electronics,1
P00447,1,10,8,9,37.03,0.426,0.262,Silver,Beauty,0
P00448,0,0,101,2,41.18,0.409,0.007,Platinum,Apparel,0
P00449,1,10,47,4,85.89,0.17,0.016,None,Grocery,0
P00450,1,20,81,5,75.12,0.305,0,Silver,Electronics,0
P00451,0,0,103,5,61.62,0.487,0.43,Platinum,Apparel,1
P00452,0,0,99,7,43.31,0.433,0.511,Gold,Electronics,0
P00453,0,0,78,4,51.84,0.323,0.156,Platinum,Beauty,0
P00454,1,10,99,2,13.93,0.587,0.271,Silver,Grocery,0
P00455,1,25,61,2,137.43,0.414,0.153,None,Grocery,0
P00456,0,0,21,5,80.69,0.516,0.135,Gold,Electronics,0
P00457,1,15,4,7,61.15,0.399,0.167,Platinum,Beauty,1
P00458,0,0,73,6,79.74,0.637,0.174,Platinum,Electronics,0
P00459,1,20,83,5,71.3,0.219,0.249,None,Electronics,1
P00460,0,0,104,2,55.99,0.947,0.106,None,Beauty,0
P00461,1,25,21,7,50.59,0.257,0.396,Gold,Home,1
P00462,0,0,3,6,34.05,0.258,0.249,Gold,Apparel,1
P00463,0,0,51,6,23.91,0.345,0.145,Platinum,Electronics,1
P00464,1,10,72,5,77.34,0.296,0.242,Silver,Home,1
P00465,1,25,40,7,41.89,0.3,0.358,None,Home,1
P00466,0,0,43,5,82.32,0.02,0.141,Silver,Electronics,0
P00467,1,15,75,5,27.35,0.14,0.314,Platinum,Beauty,1
P00468,0,0,110,3,45.48,0.145,0.226,Silver,Grocery,0
P00469,0,0,23,7,39.88,0.449,0.285,Gold,Electronics,1
P00470,0,0,61,5,56.2,0.094,0.367,None,Electronics,0
P00471,0,0,81,7,28.85,0.58,0.46,Silver,Home,0
P00472,0,0,98,2,52.5,0.416,0.333,Silver,Home,0
P00473,0,0,17,7,79.85,0.281,0.176,None,Electronics,0
P00474,0,0,3,9,88.6,0.383,0.161,Platinum,Apparel,0
P00475,1,10,63,5,61.07,0.136,0.119,Silver,Home,1
P00476,0,0,78,6,60.56,0.708,0.185,Silver,Apparel,0
P00477,0,0,55,2,24.8,0.684,0.063,Silver,Home,0
P00478,0,0,22,6,60.3,0.351,0.088,None,Grocery,0
P00479,1,25,31,6,30.14,0.399,0.139,Gold,Grocery,1
P00480,1,20,95,5,60.08,0.462,0.316,None,Beauty,0
P00481,1,25,12,10,98.32,0.092,0.201,Silver,Grocery,1
P00482,1,25,22,9,50.26,0.331,0.339,None,Electronics,1
P00483,1,20,103,3,58.56,0.796,0.192,None,Apparel,0
P00484,0,0,82,4,40.44,0.977,0.223,Silver,Apparel,0
P00485,0,0,75,5,116.07,0.171,0.141,Silver,Apparel,0
P00486,0,0,75,5,39.14,0.368,0,Silver,Grocery,0
P00487,0,0,31,6,71.85,0.324,0.112,Platinum,Electronics,0
P00488,0,0,33,7,83.31,0.18,0.264,Silver,Grocery,0
P00489,0,0,41,6,83.14,0.19,0.205,None,Apparel,0
P00490,0,0,4,7,57.92,0.232,0.276,Silver,Beauty,0
P00491,1,10,26,6,44.92,0.549,0.275,Platinum,Apparel,1
P00492,1,10,3,6,9,0.554,0.277,Gold,Home,0
P00493,0,0,3,7,96.12,0.471,0.348,Silver,Electronics,1
P00494,0,0,65,6,73.99,0.418,0.334,None,Electronics,0
P00495,0,0,54,7,45.54,0.568,0.147,Gold,Electronics,0
P00496,0,0,6,8,25.95,0.715,0.203,None,Electronics,1
P00497,0,0,28,4,82.76,0.109,0.275,Gold,Beauty,0
P00498,1,25,87,4,60.58,0.514,0.328,Silver,Home,1
P00499,0,0,42,6,54.62,0.538,0.014,Platinum,Electronics,0
P00500,0,0,77,8,64.52,0.232,0.26,Silver,Apparel,0
P00501,0,0,36,9,94.97,0.682,0.248,Gold,Beauty,1
P00502,1,25,55,4,61.4,0.52,0,Silver,Electronics,0
P00503,0,0,49,3,51.41,0.477,0.153,Platinum,Electronics,0
P00504,1,10,68,4,46.88,1,0.211,Gold,Apparel,1
P00505,0,0,14,7,10.49,0.161,0.16,Gold,Apparel,0
P00506,0,0,45,4,28.61,0.271,0.357,Silver,Beauty,0
P00507,1,20,89,6,9,0.525,0.204,Silver,Home,0
P00508,1,15,43,4,97.62,0.127,0.241,Gold,Beauty,1
P00509,0,0,107,5,71.49,0.667,0.01,Silver,Home,1
P00510,1,25,57,6,70.74,0.697,0.502,Platinum,Beauty,1
P00511,1,15,51,2,55.11,0.423,0.196,Gold,Home,1
P00512,1,15,49,3,72.38,0.064,0.221,None,Apparel,0
P00513,0,0,90,4,104.78,0.66,0.292,Gold,Beauty,0
P00514,0,0,21,5,48.19,0.822,0.118,None,Electronics,0
P00515,1,15,31,6,76.91,0.439,0.368,None,Home,1
P00516,0,0,84,4,43.13,0.641,0.253,Silver,Electronics,0
P00517,0,0,6,8,78.08,0.498,0.168,Silver,Beauty,1
P00518,1,15,55,3,69.28,0.482,0.244,Platinum,Apparel,0
P00519,1,15,83,6,19.67,0.967,0.052,Platinum,Home,0
P00520,0,0,22,5,38.03,0.794,0.14,Gold,Home,0
P00521,0,0,60,8,59.14,0.53,0.277,Silver,Apparel,0
P00522,1,15,109,5,61.12,0.521,0.19,Silver,Beauty,1
P00523,1,25,85,3,48.66,0.294,0.165,Silver,Grocery,1
P00524,1,10,23,7,125.46,0.46,0.325,Silver,Grocery,0
P00525,1,15,111,2,88.02,0.637,0.356,Gold,Grocery,0
P00526,1,25,79,6,18.71,0.383,0.396,None,Beauty,1
P00527,0,0,81,3,77.68,0.06,0.374,Gold,Beauty,1
P00528,0,0,72,6,60.82,0.168,0,None,Beauty,0
P00529,1,15,91,1,60.21,0.02,0.474,Silver,Electronics,0
P00530,0,0,99,2,35.14,0.721,0.193,Gold,Beauty,1
P00531,0,0,83,4,56.02,0.28,0.151,Silver,Grocery,0
P00532,1,20,14,7,50.09,0.644,0.315,None,Apparel,1
P00533,1,15,42,5,51.13,0.706,0.106,Platinum,Apparel,1
P00534,1,10,97,6,40.69,0.472,0.222,Platinum,Beauty,0
P00535,0,0,25,7,103.33,0.814,0.182,Platinum,Electronics,1
P00536,0,0,32,8,37.12,0.02,0.026,Gold,Electronics,0
P00537,0,0,99,0,49.66,0.809,0,Gold,Electronics,0
P00538,1,15,12,8,42.51,0.139,0.217,None,Home,1
P00539,1,25,26,7,53.24,0.671,0.114,Platinum,Electronics,1
P00540,1,10,42,4,122.66,0.502,0.136,Platinum,Apparel,0
P00541,0,0,62,7,25.35,0.56,0.36,Silver,Beauty,0
P00542,0,0,69,6,75.64,0.524,0.115,Platinum,Home,0
P00543,1,25,45,5,95.43,0.258,0.074,Gold,Electronics,0
P00544,1,15,73,2,62.57,0.405,0.313,None,Beauty,0
P00545,1,10,64,8,85.24,0.72,0.165,None,Home,0
P00546,0,0,43,6,71.81,0.885,0.255,Platinum,Grocery,0
P00547,0,0,39,4,73.93,0.13,0.251,None,Beauty,0
P00548,1,10,6,8,56.13,0.403,0.113,Gold,Home,1
P00549,0,0,69,7,64.71,0.039,0.334,None,Apparel,0
P00550,1,25,45,6,88.46,0.155,0.163,None,Grocery,1
P00551,0,0,14,9,15.84,0.725,0.371,Platinum,Apparel,1
P00552,0,0,47,4,76.08,0.601,0.085,Platinum,Home,0
P00553,1,15,23,5,76.39,0.509,0.144,Platinum,Grocery,0
P00554,0,0,17,6,35.41,0.239,0.336,Silver,Grocery,0
P00555,1,15,44,5,126.17,0.463,0.257,Platinum,Grocery,1
P00556,0,0,3,6,56.38,0.053,0.042,None,Home,0
P00557,1,20,41,4,77.06,0.339,0,Gold,Home,1
P00558,0,0,8,4,9,0.146,0.27,Gold,Beauty,0
P00559,0,0,21,4,85.31,0.208,0.083,None,Home,0
P00560,0,0,30,6,31.12,0.712,0.154,None,Beauty,0
P00561,0,0,23,9,42.35,0.286,0.167,None,Beauty,1
P00562,0,0,88,3,116.7,0.341,0.274,Gold,Electronics,0
P00563,0,0,102,1,11.19,0.465,0.238,None,Beauty,0
P00564,0,0,15,8,55.42,0.528,0.089,Platinum,Apparel,0
P00565,0,0,2,5,39.51,0.32,0.145,Silver,Grocery,0
P00566,0,0,31,7,70.59,0.101,0.262,Gold,Electronics,1
P00567,0,0,83,2,72.88,1,0.293,None,Apparel,0
P00568,1,15,106,3,82.32,0.407,0,Platinum,Grocery,1
P00569,0,0,13,6,93.08,0.412,0.153,Gold,Electronics,0
P00570,0,0,69,6,82.44,0.9,0.422,Platinum,Grocery,0
P00571,0,0,62,4,103.82,0.447,0.094,Platinum,Home,1
P00572,1,10,47,8,63.48,0.315,0.276,Silver,Apparel,1
P00573,0,0,23,4,62.59,0.563,0.171,Silver,Apparel,0
P00574,1,25,47,4,12.47,0.454,0.152,Gold,Grocery,1
P00575,0,0,83,6,59.37,0.735,0.09,Platinum,Home,0
P00576,0,0,45,4,70.8,0.399,0.222,Silver,Beauty,0
P00577,1,25,24,5,111.14,0.187,0.096,Gold,Home,0
P00578,0,0,77,6,74.8,0.02,0.257,Gold,Home,0
P00579,0,0,43,6,9,0.534,0.127,Gold,Electronics,0
P00580,1,25,45,3,58.95,0.445,0.372,None,Beauty,0
P00581,1,15,57,7,62.89,0.368,0.243,Silver,Beauty,1
P00582,0,0,86,4,51.45,0.274,0,Platinum,Electronics,0
P00583,0,0,81,5,9,0.573,0.369,Gold,Apparel,0
P00584,0,0,28,7,79.78,0.82,0.117,None,Beauty,0
P00585,1,15,17,9,93.46,0.617,0.336,Gold,Beauty,1
P00586,0,0,105,4,26.78,0.539,0.266,Gold,Electronics,0
P00587,0,0,54,7,123.37,0.727,0.189,Gold,Beauty,1
P00588,1,15,77,2,47.01,0.43,0.062,None,Electronics,0
P00589,0,0,95,4,82.16,0.483,0,Platinum,Apparel,0
P00590,1,25,15,5,60.09,0.571,0.329,None,Grocery,1
P00591,0,0,62,4,49.73,0.626,0.283,None,Apparel,0
P00592,1,10,108,4,55.76,0.492,0.049,None,Grocery,0
P00593,1,15,90,2,89.54,0.04,0.176,Gold,Home,0
P00594,0,0,3,8,90.72,0.569,0.264,Platinum,Electronics,0
P00595,1,20,28,9,48.18,0.718,0.266,Platinum,Grocery,0
P00596,1,10,64,7,47.76,0.388,0.073,Platinum,Beauty,0
P00597,1,15,39,6,27.78,1,0.178,Gold,Apparel,0
P00598,1,10,108,1,39.4,0.7,0.189,Silver,Grocery,0
P00599,1,15,44,6,86.42,0.163,0.419,Silver,Apparel,1
P00600,1,25,52,7,40.22,0.664,0,Gold,Grocery,0
P00601,0,0,81,2,54.16,0.358,0.114,Silver,Grocery,0
P00602,0,0,91,8,24.18,0.527,0.288,Platinum,Electronics,0
P00603,0,0,35,4,72.57,0.344,0.273,Silver,Apparel,1
P00604,0,0,12,6,98.56,0.252,0.465,Platinum,Grocery,1
P00605,1,25,99,1,62.09,0.066,0.291,Silver,Electronics,0
P00606,1,10,16,5,36.33,0.103,0.134,Gold,Apparel,1
P00607,1,10,14,3,84.63,0.896,0.253,Platinum,Beauty,0
P00608,0,0,28,6,12.56,0.426,0.393,Gold,Electronics,1
P00609,1,25,89,6,32.46,0.503,0.312,Silver,Home,0
P00610,0,0,25,6,25.52,0.452,0.222,Silver,Grocery,0
P00611,0,0,19,5,86.2,0.535,0.091,None,Grocery,1
P00612,0,0,67,8,39.83,0.558,0.001,Gold,Electronics,1
P00613,0,0,10,5,129.83,0.106,0.319,Gold,Beauty,1
P00614,1,15,108,5,123.09,0.212,0,Platinum,Grocery,0
P00615,1,15,95,3,30.27,0.882,0.059,Platinum,Apparel,0
P00616,0,0,110,3,83.91,0.872,0.341,Gold,Grocery,0
P00617,0,0,110,3,14.08,0.256,0.324,Gold,Beauty,1
P00618,0,0,77,5,87.34,0.614,0.321,Silver,Home,0
P00619,1,20,69,6,78.87,0.358,0.106,Platinum,Beauty,0
P00620,0,0,65,5,98.6,0.28,0.367,Silver,Apparel,1
P00621,1,10,107,4,80.59,0.692,0,Platinum,Apparel,0
P00622,0,0,34,5,59.51,0.295,0.34,Silver,Beauty,0
P00623,0,0,91,1,112.54,0.974,0,Silver,Electronics,0
P00624,1,10,103,1,94.19,0.655,0.121,None,Grocery,0
P00625,1,25,54,6,39.42,0.719,0.207,Platinum,Apparel,1
P00626,1,20,23,4,55.77,0.451,0.127,Silver,Electronics,0
P00627,1,10,23,5,93.71,0.902,0.26,Platinum,Grocery,0
P00628,1,25,101,1,19.14,0.445,0.242,None,Apparel,1
P00629,0,0,24,5,58.91,0.336,0.032,Silver,Apparel,0
P00630,1,25,64,3,68.91,0.783,0,Silver,Grocery,0
P00631,1,15,67,9,103.19,0.712,0.224,Silver,Apparel,0
P00632,0,0,47,5,88.65,0.781,0.022,Platinum,Home,0
P00633,1,25,88,6,95.18,0.599,0.065,Silver,Apparel,0
P00634,0,0,6,8,54.25,0.352,0.323,Platinum,Apparel,1
P00635,1,20,41,6,9,0.511,0.136,None,Grocery,1
P00636,1,15,90,3,74.64,0.737,0.326,Silver,Electronics,1
P00637,1,25,34,7,51.41,0.581,0.293,Platinum,Electronics,1
P00638,0,0,51,5,29.7,0.358,0.331,None,Home,0
P00639,0,0,59,3,63.71,0.389,0.301,Platinum,Grocery,0
P00640,1,25,101,4,58.36,0.086,0.28,Platinum,Apparel,1
P00641,1,25,5,8,75.34,0.532,0.295,Platinum,Home,0
P00642,0,0,42,6,46.02,0.02,0.246,Silver,Grocery,1
P00643,0,0,88,4,58.87,0.79,0.263,Silver,Electronics,1
P00644,0,0,4,8,106.65,0.27,0.22,Silver,Home,1
P00645,0,0,75,7,28.07,0.02,0.27,None,Electronics,1
P00646,0,0,101,6,83.29,0.52,0.207,Silver,Home,0
P00647,0,0,53,3,35.45,0.891,0.266,Platinum,Apparel,0
P00648,0,0,48,4,70.65,0.491,0.275,Platinum,Grocery,0
P00649,1,20,82,6,49.64,0.655,0.282,Gold,Apparel,1
P00650,0,0,6,7,57.94,0.682,0.243,None,Grocery,1
P00651,1,10,12,8,85.2,0.618,0.304,Silver,Beauty,0
P00652,0,0,52,3,9,1,0.237,None,Beauty,0
P00653,0,0,95,6,47.05,0.465,0.186,Platinum,Electronics,0
P00654,0,0,53,4,73.53,0.037,0.318,None,Apparel,0
P00655,0,0,4,7,77.51,0.794,0.123,Gold,Electronics,0
P00656,0,0,10,4,112.86,0.692,0.206,Silver,Beauty,0
P00657,0,0,63,5,9,0.459,0.293,Gold,Beauty,1
P00658,1,25,74,6,85.34,0.702,0.247,Silver,Beauty,0
P00659,0,0,2,4,76.71,0.572,0.197,Silver,Electronics,0
P00660,0,0,19,8,89.01,0.415,0.03,None,Beauty,0
P00661,1,20,4,9,56.81,0.704,0.32,Silver,Apparel,1
P00662,1,25,44,8,37.78,0.688,0.237,None,Apparel,1
P00663,0,0,110,6,49.58,0.338,0.348,Silver,Apparel,1
P00664,1,25,64,5,62,0.371,0.157,Silver,Apparel,1
P00665,1,10,66,6,86.04,0.844,0.122,Gold,Grocery,1
P00666,1,20,94,2,80.38,0.265,0.071,Gold,Apparel,1
P00667,1,20,2,5,51.59,0.72,0.231,Silver,Beauty,1
P00668,1,10,32,9,92.63,0.366,0.286,Gold,Grocery,1
P00669,0,0,93,6,37.11,0.556,0.054,None,Electronics,0
P00670,1,15,85,5,52.09,0.604,0.011,None,Electronics,0
P00671,1,25,27,6,74.73,0.438,0.406,None,Home,0
P00672,0,0,97,3,15.56,0.234,0.213,None,Beauty,0
P00673,0,0,12,2,54.74,0.737,0.212,Silver,Home,0
P00674,1,10,38,5,92.3,0.807,0.234,Silver,Beauty,1
P00675,0,0,108,6,23.92,0.506,0.204,None,Grocery,1
P00676,0,0,7,5,67.61,0.33,0,Platinum,Electronics,1
P00677,0,0,58,6,85.82,0.574,0.15,Gold,Home,0
P00678,0,0,109,6,61.87,0.78,0.114,Gold,Apparel,0
P00679,0,0,70,6,61.46,0.282,0.16,Platinum,Electronics,0
P00680,1,15,86,5,36.65,0.564,0.005,Platinum,Grocery,0
P00681,0,0,10,6,61.49,0.239,0.33,None,Electronics,0
P00682,0,0,57,6,51.71,0.682,0.007,Gold,Electronics,0
P00683,1,10,85,5,105.63,0.751,0.195,None,Beauty,1
P00684,1,15,49,4,75.62,0.493,0.3,Gold,Home,0
P00685,0,0,52,2,9,0.575,0.072,Silver,Electronics,0
P00686,1,20,31,7,61.2,0.473,0.153,Platinum,Beauty,1
P00687,0,0,56,5,38.66,0.23,0.027,None,Home,0
P00688,0,0,71,6,120.14,0.217,0.108,Gold,Grocery,0
P00689,1,25,40,7,32,0.512,0.472,None,Beauty,0
P00690,1,20,89,4,66.2,0.883,0,None,Beauty,1
P00691,1,25,24,6,145.62,0.542,0.261,Silver,Grocery,0
P00692,0,0,37,6,59.76,0.203,0.156,Gold,Beauty,0
P00693,1,15,64,6,34.59,0.464,0.564,Platinum,Grocery,1
P00694,1,10,39,5,80.79,0.711,0.292,None,Grocery,1
P00695,0,0,13,3,52.62,0.694,0.166,None,Beauty,1
P00696,1,15,4,9,57.52,0.082,0.263,Platinum,Grocery,1
P00697,0,0,22,4,85.01,0.176,0.153,None,Home,0
P00698,1,20,91,6,79.37,0.515,0.323,Platinum,Apparel,1
P00699,0,0,44,5,131.18,0.377,0.045,None,Grocery,0
P00700,1,15,104,4,42.34,0.798,0.139,Silver,Beauty,1
P00701,0,0,86,5,88.28,1,0.461,None,Apparel,1
P00702,0,0,42,5,88.13,0.476,0.204,Platinum,Apparel,0
P00703,0,0,42,7,84.92,0.375,0.103,Platinum,Electronics,0
P00704,1,25,65,7,94.59,0.365,0.113,Silver,Beauty,0
P00705,1,10,96,0,88.9,0.732,0.467,None,Electronics,1
P00706,1,25,9,7,95.03,0.782,0.3,Platinum,Electronics,1
P00707,0,0,6,5,75.8,0.455,0.125,Gold,Home,0
P00708,1,15,60,6,49.65,0.206,0.001,Gold,Beauty,0
P00709,0,0,103,5,9,0.255,0.315,Platinum,Electronics,0
P00710,1,25,6,6,68.59,0.843,0.22,Platinum,Beauty,1
P00711,0,0,48,6,55.72,0.79,0.345,Platinum,Beauty,1
P00712,1,10,80,4,48,0.435,0.155,Silver,Apparel,1
P00713,0,0,60,2,85.72,0.673,0.188,Gold,Grocery,0
P00714,1,10,96,6,41.98,0.545,0,Gold,Beauty,1
P00715,0,0,91,4,48.12,0.627,0.117,Platinum,Beauty,0
P00716,0,0,11,6,57.21,0.338,0.209,Platinum,Beauty,0
P00717,0,0,89,5,73.36,0.454,0.375,Platinum,Grocery,0
P00718,1,20,59,4,14.48,0.562,0.171,Gold,Grocery,1
P00719,1,25,31,6,62.97,0.517,0.218,None,Apparel,1
P00720,0,0,59,8,71.18,0.514,0.089,None,Home,0
P00721,0,0,67,4,62.24,0.613,0.373,None,Electronics,0
P00722,0,0,90,4,69.46,0.448,0.206,None,Beauty,0
P00723,0,0,111,4,124.35,0.214,0.199,None,Beauty,0
P00724,1,15,19,4,58.41,0.539,0.256,Silver,Beauty,0
P00725,1,15,21,8,61.56,0.087,0.268,Gold,Grocery,1
P00726,1,20,6,6,65.25,0.339,0.339,Silver,Beauty,1
P00727,1,25,83,6,49.26,0.383,0.129,Gold,Apparel,0
P00728,0,0,28,7,108.44,0.686,0.298,Gold,Grocery,0
P00729,0,0,46,4,95.51,0.41,0.013,None,Apparel,0
P00730,1,15,105,5,78.49,0.666,0.2,None,Home,1
P00731,1,15,85,7,36.47,0.333,0.212,Gold,Grocery,1
P00732,1,10,108,6,84.31,0.291,0.358,Gold,Grocery,0
P00733,1,20,31,3,45.26,0.33,0.341,Platinum,Apparel,1
P00734,1,10,84,2,91.71,0.161,0.148,Platinum,Beauty,0
P00735,0,0,104,5,67.28,0.498,0.22,None,Apparel,0
P00736,1,20,52,5,47.16,0.139,0,None,Beauty,0
P00737,0,0,2,5,38.09,0.352,0.242,Gold,Grocery,0
P00738,1,10,77,6,41.21,0.765,0.233,Platinum,Electronics,0
P00739,1,20,39,2,26.92,0.02,0.242,Gold,Grocery,0
P00740,1,25,92,5,40.9,0.817,0.124,Gold,Beauty,0
P00741,1,10,23,5,44.12,0.759,0.144,Silver,Grocery,0
P00742,0,0,15,7,46.01,0.752,0.235,None,Beauty,1
P00743,0,0,111,2,109.63,0.815,0.224,Platinum,Electronics,0
P00744,1,25,55,6,59.44,0.559,0.358,Silver,Apparel,1
P00745,0,0,25,8,39.82,0.365,0.2,Gold,Grocery,0
P00746,0,0,16,5,102.68,0.671,0.088,Silver,Electronics,0
P00747,1,25,50,4,52.44,0.677,0.147,Silver,Electronics,1
P00748,0,0,44,5,110.59,0.457,0.26,Platinum,Electronics,0
P00749,1,20,62,2,40.1,0.206,0.195,Silver,Beauty,1
P00750,0,0,54,3,75.37,0.572,0.257,Gold,Grocery,0
P00751,0,0,107,4,27.86,0.568,0,None,Electronics,0
P00752,1,15,8,5,59.68,0.591,0.291,None,Beauty,1
P00753,0,0,47,7,70.94,0.214,0.345,None,Grocery,0
P00754,1,25,63,4,18.09,0.657,0.343,Silver,Home,0
P00755,0,0,81,7,108.97,0.228,0.358,Silver,Beauty,0
P00756,0,0,34,5,78.04,0.392,0.303,Platinum,Electronics,0
P00757,1,15,89,6,76.94,0.431,0.412,Silver,Apparel,0
P00758,1,15,107,4,43.82,0.44,0.244,Gold,Electronics,1
P00759,0,0,53,2,63.99,0.234,0.112,Gold,Beauty,0
P00760,1,20,45,8,109.4,1,0.277,Silver,Apparel,1
P00761,1,25,97,6,10.83,0.47,0.116,Silver,Electronics,1
P00762,0,0,18,5,61.94,0.303,0,Platinum,Electronics,1
P00763,0,0,26,5,31.27,0.807,0.315,None,Grocery,0
P00764,1,25,34,5,37.21,0.463,0.332,None,Home,1
P00765,0,0,18,5,55.51,0.513,0.081,Platinum,Electronics,0
P00766,0,0,101,1,87.9,0.493,0.015,Platinum,Grocery,0
P00767,1,20,47,3,87.24,0.265,0.255,Gold,Grocery,0
P00768,0,0,58,8,67.82,0.78,0.223,Silver,Electronics,0
P00769,0,0,19,3,48.46,0.598,0.214,Silver,Apparel,0
P00770,1,25,79,5,60.2,0.124,0,Platinum,Beauty,0
P00771,1,15,74,3,22.99,0.288,0.558,None,Beauty,0
P00772,0,0,68,4,82.28,0.691,0.25,Platinum,Grocery,0
P00773,0,0,48,2,80.49,0.454,0.092,None,Electronics,0
P00774,0,0,93,4,32.58,0.735,0.32,Silver,Electronics,0
P00775,1,10,68,5,31.49,0.628,0.331,None,Home,0
P00776,0,0,51,8,56.43,0.646,0.154,None,Home,1
P00777,0,0,66,6,9,0.955,0.067,Platinum,Home,0
P00778,0,0,72,7,48.78,0.507,0.132,Platinum,Grocery,0
P00779,0,0,8,5,53.56,0.455,0.236,Silver,Grocery,0
P00780,0,0,7,7,47.82,0.403,0.003,Platinum,Apparel,1
P00781,1,20,54,6,10.84,0.654,0.311,Gold,Home,0
P00782,0,0,16,7,52.25,0.472,0.456,Gold,Electronics,1
P00783,1,15,55,5,45.31,0.523,0.33,Silver,Grocery,0
P00784,1,15,75,2,152.07,0.694,0.371,Gold,Grocery,0
P00785,1,15,84,4,52.89,0.829,0,Gold,Grocery,1
P00786,0,0,60,2,83.63,0.574,0.044,Silver,Apparel,0
P00787,0,0,78,5,40.03,0.485,0.212,None,Home,0
P00788,0,0,19,8,59.97,0.482,0.453,Silver,Apparel,0
P00789,0,0,104,7,52.32,0.658,0.149,None,Beauty,0
P00790,0,0,31,10,77.82,0.472,0.265,None,Grocery,1
P00791,0,0,58,6,9,0.05,0.257,None,Beauty,1
P00792,1,15,9,6,48.94,0.931,0.288,None,Home,0
P00793,0,0,52,4,74.45,0.169,0.286,Platinum,Electronics,0
P00794,1,25,99,6,67.5,0.472,0.39,None,Electronics,1
P00795,0,0,61,6,66.97,0.706,0.39,Platinum,Home,1
P00796,0,0,11,9,112.38,0.531,0.279,Platinum,Apparel,1
P00797,1,10,50,3,71.59,0.628,0.289,Platinum,Apparel,0
P00798,0,0,43,7,21.38,0.276,0.173,Platinum,Beauty,0
P00799,0,0,85,2,30.54,0.115,0.237,Platinum,Home,0
P00800,1,15,107,1,9,0.524,0.292,None,Apparel,0
P00801,1,20,19,4,63.44,0.79,0.42,Gold,Apparel,0
P00802,1,15,61,4,54.55,0.684,0.198,Silver,Grocery,0
P00803,1,20,26,5,58.16,0.687,0.097,Platinum,Electronics,0
P00804,0,0,21,8,28.75,0.826,0.094,Silver,Apparel,0
P00805,0,0,45,8,60.67,0.077,0.153,Silver,Electronics,1
P00806,0,0,12,6,110.66,0.612,0.266,Gold,Beauty,0
P00807,0,0,98,3,67.87,0.443,0.436,Gold,Beauty,1
P00808,1,20,7,8,44.03,0.332,0.36,Silver,Beauty,1
P00809,1,25,70,3,80.33,0.962,0.454,Platinum,Electronics,0
P00810,0,0,62,6,76.65,0.654,0.345,Platinum,Apparel,1
P00811,1,10,18,7,22.67,0.18,0.185,None,Electronics,0
P00812,1,15,63,4,62.29,0.366,0.103,Silver,Beauty,0
P00813,1,25,73,5,77.38,0.107,0.066,Silver,Home,1
